Identifier,Source String,Context,Translation
SyncResourcesModal.continueButtonLabel,Continue,"
-- CONTEXT --
",
SyncResourcesModal.syncButtonLabel,Sync,"
-- CONTEXT --
",
SyncResourcesModal.syncExercisesExplainer,"Update questions, answers, and hints in exercises and quizzes","
-- CONTEXT --
",
SyncResourcesModal.syncExercisesTitle,Assessment details,"
-- CONTEXT --
",
SyncResourcesModal.syncFilesExplainer,"Update all files, including: thumbnails, subtitles, and captions","
-- CONTEXT --
",
SyncResourcesModal.syncFilesTitle,Files,"
-- CONTEXT --
",
SyncResourcesModal.syncModalExplainer,Syncing resources in Kolibri Studio updates copied or imported resources in this channel with any changes made to the original resource files.,"
-- CONTEXT --
",
SyncResourcesModal.syncModalSelectAttributes,Select the resource attributes that you would like to sync:,"
-- CONTEXT --
",
SyncResourcesModal.syncModalTitle,Sync resources,"
-- CONTEXT --
",
SyncResourcesModal.syncResourceDetailsExplainer,"Update information about resources: learning activity, level, requirements, category, tags, audience, and source","
-- CONTEXT --
",
SyncResourcesModal.syncResourceDetailsTitle,Resource details,"
-- CONTEXT --
",
SyncResourcesModal.syncTitlesAndDescriptionsExplainer,Update resource titles and descriptions,"
-- CONTEXT --
",
SyncResourcesModal.syncTitlesAndDescriptionsTitle,Titles and descriptions,"
-- CONTEXT --
",
TechnicalTextBlock.copiedToClipboardConfirmation,Copied to clipboard,"
-- CONTEXT --
",
TechnicalTextBlock.copiedToClipboardFailure,Copy to clipboard failed,"
-- CONTEXT --
",
TechnicalTextBlock.copyToClipboardButtonPrompt,Copy to clipboard,"
-- CONTEXT --
",
Template.templateString,"You have {count, plural,
 =1 {# node for testing}
 other {# nodes for testing}}","
-- CONTEXT --
",
TermsOfServiceModal.ToSHeader,Terms of Service,"
-- CONTEXT --
",
TermsOfServiceModal.acceptableUseHeader,Acceptable Use Restrictions,"
-- CONTEXT --
",
TermsOfServiceModal.acceptableUseItem1,Will be in strict accordance with these Terms;,"
-- CONTEXT --
",
TermsOfServiceModal.acceptableUseItem10,"Will not interfere with, disrupt, or attack any service or network; and","
-- CONTEXT --
",
TermsOfServiceModal.acceptableUseItem11,"Will not be used to create, distribute, or enable material that is - or that facilitates or operates in conjunction with - malware, spyware, adware, or other malicious programs or code.","
-- CONTEXT --
",
TermsOfServiceModal.acceptableUseItem2,"Will comply with all applicable laws and regulations (including, without limitation, all applicable laws regarding online conduct and acceptable content, privacy, data protection, and the transmission of technical data exported from the United States or the country in which you reside);","
-- CONTEXT --
",
TermsOfServiceModal.acceptableUseItem3,"Will not use the Services for any unlawful purposes, to publish illegal content, or in furtherance of illegal activities;","
-- CONTEXT --
",
TermsOfServiceModal.acceptableUseItem4,"Will not transmit any material that is defamatory, offensive or otherwise objectionable in relation to your use of the Service;","
-- CONTEXT --
",
TermsOfServiceModal.acceptableUseItem5,Will not infringe or misappropriate the intellectual property rights of any third party;,"
-- CONTEXT --
",
TermsOfServiceModal.acceptableUseItem6,"Will not overburden Learning Equality's systems, as determined by us in our sole discretion, including but not limited to excessive bandwidth utilization or number of requests;","
-- CONTEXT --
",
TermsOfServiceModal.acceptableUseItem7,Will not attempt to circumvent your assigned storage quota or other account restrictions through technical or other means;,"
-- CONTEXT --
",
TermsOfServiceModal.acceptableUseItem8,Will not disclose sensitive personal information of others;,"
-- CONTEXT --
",
TermsOfServiceModal.acceptableUseItem9,Will not be used to send spam or bulk unsolicited messages;,"
-- CONTEXT --
",
TermsOfServiceModal.acceptableUseP1,You represent and warrant that your use of the Service:,"
-- CONTEXT --
",
TermsOfServiceModal.accountTermsHeader,Account Terms,"
-- CONTEXT --
",
TermsOfServiceModal.accountTermsP1,"When you register for an account on the Service, you agree to provide us with complete and accurate information. You will be solely responsible and liable for any activity that occurs under your username. You are responsible for keeping your account information up-to-date and for keeping your access credentials (password and API token) private and secure.","
-- CONTEXT --
",
TermsOfServiceModal.accountTermsP2,"You are responsible for maintaining the security of your account and any Service-related content, and you are fully responsible for all activities that occur under your account and any other actions taken in connection with the Service. You shall not share or misuse your access credentials. You must immediately notify us of any unauthorized uses of your account, or of any other breach of security. We will not be liable for any acts or omissions by you, including any damages of any kind incurred as a result of such acts or omissions.","
-- CONTEXT --
",
TermsOfServiceModal.accountTermsP3,"Access to and use of the Service is only for those over the age of 13 (or 16 in the European Union). If you are younger than this, you may not register for or use the Service. Any person who registers as a user or provides their personal information to the Service represents that they are 13 years of age or older (or 16 years or older in the European Union).","
-- CONTEXT --
",
TermsOfServiceModal.arbitrationHeader,Arbitration Agreement,"
-- CONTEXT --
",
TermsOfServiceModal.arbitrationP1,"Except for claims for injunctive or equitable relief or claims regarding intellectual property rights (which may be brought in any competent court without the posting of a bond), any dispute arising under the Agreement shall be finally settled in accordance with the Comprehensive Arbitration Rules of the Judicial Arbitration and Mediation Service, Inc. (""JAMS"") by three arbitrators appointed in accordance with such Rules. The arbitration shall take place in San Diego, California, in the English language and the arbitral decision may be enforced in any court. The prevailing party in any action or proceeding to enforce the Agreement shall be entitled to costs and attorneys' fees.","
-- CONTEXT --
",
TermsOfServiceModal.cancellationHeader,Cancellation or Termination,"
-- CONTEXT --
",
TermsOfServiceModal.cancellationItem1,"You must stop all activities authorized by these Terms, including your use of the Service.","
-- CONTEXT --
",
TermsOfServiceModal.cancellationItem2,"You must not register and create a new account under your name, a fake or borrowed name, or the name of any third party, even if you may be acting on behalf of the third party.","
-- CONTEXT --
",
TermsOfServiceModal.cancellationP1,"We may terminate or restrict your access to all or any part of the Service at any time, with or without cause, with or without notice, effective immediately. We have the right (though not the obligation) to, in our sole discretion, (i) close down an account or remove content due to prolonged inactivity, (ii) refuse or remove any content that, in our reasonable opinion, violates any Learning Equality policy (including our Community Standards) or is in any way harmful or objectionable, or (iii) terminate or deny access to and use of the Service to any individual or entity for any reason. We will have no obligation to provide a refund of any amounts previously paid.","
-- CONTEXT --
",
TermsOfServiceModal.cancellationP2,If we end your rights to use the Service:,"
-- CONTEXT --
",
TermsOfServiceModal.cancellationP3,"In addition to terminating or suspending your account, we reserve the right to take appropriate legal action, including without limitation pursuing civil, criminal, and injunctive action for violating these Terms.","
-- CONTEXT --
",
TermsOfServiceModal.cancellationP4,"All provisions of the Agreement which by their nature should survive termination shall survive termination, including, without limitation, ownership provisions, warranty disclaimers, indemnity, and limitations of liability.","
-- CONTEXT --
",
TermsOfServiceModal.changesToToSHeader,Changes to these Terms of Service,"
-- CONTEXT --
",
TermsOfServiceModal.changesToToSP1,"We are constantly updating our Service and that means sometimes we have to change the legal terms under which our Service is offered. These Terms may only be modified by a written amendment signed by an authorized executive of Learning Equality, or by the posting by Learning Equality of a revised version. If we make changes that are material, we will let you know by posting on one of our blogs, or by sending you an email or other communication before the changes take effect. The notice will designate a reasonable period of time after which the new terms will take effect. If you disagree with our changes, then you should stop using the Service within the designated notice period, or once the changes become effective. Your continued use of the Service will be subject to the new terms. However, any dispute that arose before the changes shall be governed by the Terms (including the binding individual arbitration clause) that were in place when the dispute arose.","
-- CONTEXT --
",
TermsOfServiceModal.communicationsHeader,Communications with Learning Equality,"
-- CONTEXT --
",
TermsOfServiceModal.communicationsP1,"For contractual purposes, you (1) consent to receive communications from us in an electronic form via the email address you have submitted or via the Service; and (2) agree that all Terms of Service, agreements, notices, disclosures, and other communications that we provide to you electronically satisfy any legal requirement that those communications would satisfy if they were on paper. This section does not affect your non-waivable rights.","
-- CONTEXT --
",
TermsOfServiceModal.communityStandardsHeader,Community Standards,"
-- CONTEXT --
",
TermsOfServiceModal.communityStandardsLink,Learn more about Studio's community standards,"
-- CONTEXT --
",
TermsOfServiceModal.communityStandardsP1,"For more information about the intended use of the Service, and standards around Content, please see our Community Standards page.","
-- CONTEXT --
",
TermsOfServiceModal.definitionsHeader,Definitions,"
-- CONTEXT --
",
TermsOfServiceModal.definitionsP1,"These are the Terms for the web application hosted at https://studio.learningequality.org/, along with any API's or other interfaces it provides (the ""Service""), controlled and operated by Learning Equality (""Learning Equality"", ""we"", ""us"" and ""our""). We are registered as a nonprofit organization in California, USA under EIN 46-2676188, and have our registered office at 9700 Gilman Dr, PMB 323, La Jolla, CA 92093.","
-- CONTEXT --
",
TermsOfServiceModal.definitionsP2,"These Terms describe our commitments to you, and your rights and responsibilities when using the Service. If you breach any of these Terms, your right to access and use of the Service and Service will be terminated. Please read them carefully and reach out to us if you have any questions.","
-- CONTEXT --
",
TermsOfServiceModal.definitionsP3,"""Content"" refers to media files (such as videos, audio files, HTML5 content, or other materials) that are hosted on the Service, along with their associated descriptive metadata.","
-- CONTEXT --
",
TermsOfServiceModal.definitionsP4,"Throughout these Terms, ""you"" applies to both individuals and entities that access or use the Service. If you are an individual using the Service on behalf of an entity, you represent and warrant that you have the authority to bind that entity to the Agreement and that by using our Service, you are accepting the Agreement on behalf of that entity.","
-- CONTEXT --
",
TermsOfServiceModal.disclaimerP1,"Before using this website, you should read the following important information relating to it. These Terms of Service (""Terms"") govern your use of this website and form a legally binding agreement between you and us regarding your use of our website.","
-- CONTEXT --
",
TermsOfServiceModal.disclaimerP2,"If, for any reason, you are unable or unwilling to agree to all of these Terms, please immediately discontinue using or attempting to use the service.","
-- CONTEXT --
",
TermsOfServiceModal.disclaimerP3,By continuing to use the Service you agree to these terms which will bind you.,"
-- CONTEXT --
",
TermsOfServiceModal.dmcaHeader,DMCA Policy,"
-- CONTEXT --
",
TermsOfServiceModal.dmcaLink,Report a violation,"
-- CONTEXT --
",
TermsOfServiceModal.dmcaP1,"As we ask others to respect our intellectual property rights, we respect the intellectual property rights of others. If you believe that material located on or associated with the Service violates your copyright, please notify us in accordance with our Digital Millennium Copyright Act (""DMCA"") Policy. We will respond to all such notices, including as required or appropriate by removing the infringing material or disabling all links to the infringing material. We will terminate a visitor's access to and use of the website if, under appropriate circumstances, the visitor is determined to be a repeat infringer of copyrights or other intellectual property rights. In the case of such termination, we will have no obligation to provide a refund of any payments or other forms of restitution.","
-- CONTEXT --
",
TermsOfServiceModal.indemnificationHeader,Indemnification,"
-- CONTEXT --
",
TermsOfServiceModal.indemnificationP1,"You agree to indemnify and hold harmless Learning Equality, its contractors, and its licensors, and their respective directors, officers, employees, and agents from and against any and all losses, liabilities, demands, damages, costs, claims, and expenses, including attorneys' fees, arising out of or related to your use of the Service, including but not limited to your violation of the Agreement, Content that you upload or author, and any other activities conducted using the Service.","
-- CONTEXT --
",
TermsOfServiceModal.intellectualPropertyHeader,Intellectual Property Notice,"
-- CONTEXT --
",
TermsOfServiceModal.intellectualPropertyP1,"The Agreement does not transfer from Learning Equality to you any Learning Equality or third party intellectual property, and all right, title, and interest in and to such property will remain (as between the parties) solely with Learning Equality. ""Kolibri"", ""Kolibri Studio"", ""Learning Equality"", the Kolibri logo, and all other trademarks, service marks, graphics, and logos used in connection with learningequality.org or the Service, are trademarks or registered trademarks of Learning Equality or Learning Equality's licensors. Other trademarks, service marks, graphics, and logos used in connection with the Service may be the trademarks of other third parties. Your use of the Service grants you no right or license to reproduce or otherwise use any Learning Equality or third party trademarks and any such use may constitute an infringement of the holder's rights","
-- CONTEXT --
",
TermsOfServiceModal.jurisdictionHeader,Jurisdiction and Applicable Law,"
-- CONTEXT --
",
TermsOfServiceModal.jurisdictionP1,"Except to the extent any applicable law provides otherwise, the Agreement and any access to or use of the Service will be governed by the laws of the state of California, U.S.A., excluding its conflict of law provisions. The proper venue for any disputes arising out of or relating to the Agreement and any access to or use of the Service will be the state and federal courts located in San Diego County, California.","
-- CONTEXT --
",
TermsOfServiceModal.liabilityHeader,Limitation of Liability,"
-- CONTEXT --
",
TermsOfServiceModal.liabilityP1,"To the extent legally permitted under the applicable law, Learning Equality shall not be responsible for any loss or damage to you, your customers or third parties caused by failure of the website to function. In no event will Learning Equality be liable for any special, consequential, incidental, or indirect damages (including, without limitation, those resulting from lost profits, cost of substitute goods or services, lost data or business interruption) in connection with the use of the website or Service of in connection with any other claim arising from these Terms of Service. The aggregate liability of Learning Equality arising from or relating to these Terms and the Service, regardless of the form of action or claim (contract, tort or otherwise) and even if you have been advised of the possibility of such damages shall not exceed the amount paid by you during the twelve (12) month period prior to the cause of action. Nothing in these Terms shall limit or exclude Learning Equality liability for gross negligence or for death or personal injury. Applicable law may not allow the exclusion or limitation of incidental or consequential damages, so the above limitation or exclusion may not apply to you.","
-- CONTEXT --
",
TermsOfServiceModal.licensingHeader,Licensing and Copyright,"
-- CONTEXT --
",
TermsOfServiceModal.licensingList1Item1,"Copyright ownership of the Content is retained by the original copyright holder and must be indicated, and license information must be marked so as to accurately reflect the copyright holder's intentions around the distribution and use of that Content.","
-- CONTEXT --
",
TermsOfServiceModal.licensingList1Item2,"If you are not yourself the copyright holder, you must have the rights to distribute the uploaded Content, either through explicit written permission from the copyright holder, or as allowed by the terms of the license under which the Content has been released.","
-- CONTEXT --
",
TermsOfServiceModal.licensingList1Item3,"If you are the copyright holder of the uploaded content, then by marking the Content you upload with a particular license, you are agreeing for the Content to be distributed and used under the terms of that license in perpetuity.","
-- CONTEXT --
",
TermsOfServiceModal.licensingList2Item1,"Descriptive metadata: This includes primary metadata associated with a single piece of Content, for example, titles, descriptions, and other elements which constitute a definitive part of the Content regardless of which system it appears on. These metadata elements will fall under the same copyright and licensing as the Content itself.","
-- CONTEXT --
",
TermsOfServiceModal.licensingList2Item2,"Organizational metadata: This defines how a piece of content may be used, aids with discovery, and places it within some broader structure of relations on the Service, for example, tags, curation into folders (including the titles of those folders), and other elements pertaining to the display and ordering of Content on the system itself. By using the Service, you agree that work you do to generate organizational metadata elements are released into the Public Domain, and may be made available for others to use, without any claim to copyright or restricted licensing. We may also share, leverage and distribute this organizational metadata. This is so that we can benefit others and improve the impact of our platforms.","
-- CONTEXT --
",
TermsOfServiceModal.licensingP1,"The Service allows you to upload and distribute Content. When you do, the following terms apply:","
-- CONTEXT --
",
TermsOfServiceModal.licensingP2,"We follow a policy of making content, including its associated metadata, as open as possible while following the appropriate copyright laws. With this in mind, we distinguish between:","
-- CONTEXT --
",
TermsOfServiceModal.miscellaneousHeader,Miscellaneous,"
-- CONTEXT --
",
TermsOfServiceModal.miscellaneousP1,"The Agreement constitutes the entire agreement between Learning Equality and you concerning the subject matter hereof. If any part of the Agreement is held invalid or unenforceable, that part will be construed to reflect the parties' original intent, and the remaining portions will remain in full force and effect. A waiver by either party of any term or condition of the Agreement or any breach thereof, in any one instance, will not waive such term or condition or any subsequent breach thereof.","
-- CONTEXT --
",
TermsOfServiceModal.miscellaneousP2,"You may assign your rights under the Agreement to any party that consents to, and agrees to be bound by, its terms and conditions; Learning Equality may assign its rights under the Agreement without condition. The Agreement will be binding upon and will inure to the benefit of the parties, their successors and permitted assigns.","
-- CONTEXT --
",
TermsOfServiceModal.miscellaneousP3,"If you have any questions about the Service or these Terms, please contact us at legal@learningequality.org.","
-- CONTEXT --
",
TermsOfServiceModal.prompt,Please read these terms and conditions carefully,"
-- CONTEXT --
",
TermsOfServiceModal.thirdPartyHeader,Third Party Content and Third Party Applications,"
-- CONTEXT --
",
TermsOfServiceModal.thirdPartyP1,"The links to third party websites, any third party content, and any third party applications may be provided for your convenience and information only. The content on any linked website or in any third party application is not under our control and we are not responsible for the content of linked websites and/or third party applications, including any further links contained in a third party website. We make no representations or warranties in connection with any third party content or third party applications, which at all times and in each instance is provided ""as is."" Third party applications may be subject to additional policies and conditions or agreements between you and the provider of such third party applications. You agree to fully comply with all such additional policies, conditions and agreements. If you decide to access any third party content, and/or any third party application, you do so entirely at your own risk.","
-- CONTEXT --
",
TermsOfServiceModal.thirdPartyRightsHeader,Third Party Rights,"
-- CONTEXT --
",
TermsOfServiceModal.thirdPartyRightsP1,Nothing in our Terms is intended to confer on any third party any benefit or any right (under the Contracts (Rights of Third Parties) Act 1999 UK or otherwise) to enforce any provision of our Terms or any agreement entered into in connection with it.,"
-- CONTEXT --
",
TermsOfServiceModal.updatedToSHeader,Updated terms of service,"
-- CONTEXT --
",
TermsOfServiceModal.userContentHeader,User-Generated Content,"
-- CONTEXT --
",
TermsOfServiceModal.userContentList1Item1,"We do not endorse any uploaded Content or represent that Content is accurate, useful, or non-harmful. Content could be offensive, indecent, or objectionable; include technical inaccuracies, typographical mistakes, or other errors; or violate or infringe the privacy, publicity rights, intellectual property rights (see our Copyright Infringement and DMCA Policy section to submit copyright complaints), or other proprietary rights of third parties.","
-- CONTEXT --
",
TermsOfServiceModal.userContentList1Item2,"If you upload or author Content, or otherwise make (or allow any third party to make) Content available on the Service, you are entirely responsible for the Content, and any harm resulting from, that Content or your conduct.","
-- CONTEXT --
",
TermsOfServiceModal.userContentList1Item3,You are responsible for ensuring that you have proper permissions to upload and distribute any and all uploaded Content and for ensuring that the copyright holder and licensing are properly evidenced on the uploaded Content.,"
-- CONTEXT --
",
TermsOfServiceModal.userContentList1Item4,"We disclaim any responsibility for any harm resulting from anyone's use or downloading of Content. If you access or use any Content, you are responsible for taking precautions as necessary to protect yourself and your computer systems from viruses, worms, Trojan horses, and other harmful or destructive content.","
-- CONTEXT --
",
TermsOfServiceModal.userContentList1Item5,"We are not a party to, and will have no responsibility or liability for, any communications, transactions, interactions, or disputes between you and the provider of any Content.","
-- CONTEXT --
",
TermsOfServiceModal.userContentList1Item6,"Please note that additional third party terms and conditions may apply to the downloading, copying, or use of Content.","
-- CONTEXT --
",
TermsOfServiceModal.userContentList2Item1,We do not have any control over those websites and are not responsible for their contents or their use.,"
-- CONTEXT --
",
TermsOfServiceModal.userContentList2Item2,The existence of a link to or from the Service does not represent or imply that we endorse such website.,"
-- CONTEXT --
",
TermsOfServiceModal.userContentList2Item3,"You are responsible for taking precautions as necessary to protect yourself and your computer systems from viruses, worms, Trojan horses, and other harmful or destructive content.","
-- CONTEXT --
",
TermsOfServiceModal.userContentList3Item1,"remove or force upgrades of copies of Content that have already been downloaded from the Service, except in cases in which the Kolibri Learning Application is running on a server that is under our control. This may mean that when we delete uploaded content not all copies will be removed.","
-- CONTEXT --
",
TermsOfServiceModal.userContentList3Item2,"remove or change the licensing on old versions of Content that others have made copies of, should you change the licensing on your content and/or request a removal of the Content from us. When a Creative Commons license is applied to a specific version of a piece of Content, the rights conferred to others for distribution and use of that Content cannot be revoked. Whilst we cannot remove or force updates on copies of the Content, we would let you update the license on your own copy of the Content moving forward, and for future versions.","
-- CONTEXT --
",
TermsOfServiceModal.userContentP1,"We have not reviewed, and cannot review, all of the Content (such as, but not limited to, text, photo, video, audio, code, computer software, or other materials) uploaded to or authored using the Service by users or anyone else and are not responsible for any use or effects of such Content. So, for example:","
-- CONTEXT --
",
TermsOfServiceModal.userContentP2,"We also have not reviewed, and cannot review, all of the material made available through the websites and web pages that link to, or are linked from the Service. For example:","
-- CONTEXT --
",
TermsOfServiceModal.userContentP3,We reserve the right to remove any Content that violates our Terms or for any other reason.,"
-- CONTEXT --
",
TermsOfServiceModal.userContentP4,Please note we cannot:,"
-- CONTEXT --
",
TermsOfServiceModal.warrantyHeader,Disclaimer of Warranties,"
-- CONTEXT --
",
TermsOfServiceModal.warrantyHeaderP1,"You acknowledge that the website and the Service is provided ""as is"" and ""as available"", with all faults and without warranty of any kind, and we hereby disclaim all warranties and conditions with respect to the website and Service, either express, implied or statutory, including, but not limited to, any implied warranties and/or conditions of merchantability, of satisfactory quality, of fitness for a particular purpose, of accuracy, and non-infringement of third party rights. Any use of the Service and website is at your own risk. Some jurisdictions do not allow the exclusion of implied warranties, so the above limitations may not apply to you.","
-- CONTEXT --
",
TermsOfServiceModal.yourPrivacyHeader,Your Privacy,"
-- CONTEXT --
",
TermsOfServiceModal.yourPrivacyLink,Learn more about Studio's privacy policy,"
-- CONTEXT --
",
TermsOfServiceModal.yourPrivacyP1,"We take your privacy seriously. Please read our Privacy Policy to see how we collect, use and protect your personal data.","
-- CONTEXT --
",
TextArea.fieldRequiredMessage,Field is required,"
-- CONTEXT --
",
TextField.fieldRequiredMessage,Field is required,"
-- CONTEXT --
",
Thumbnail.thumbnail,{title} thumbnail,"
-- CONTEXT --
",
ThumbnailGenerator.generatedDefaultFilename,Generated thumbnail,"
-- CONTEXT --
",
ThumbnailGenerator.thumbnailGenerationFailedHeader,Unable to generate thumbnail,"
-- CONTEXT --
",
ThumbnailGenerator.thumbnailGenerationFailedText,There was a problem generating a thumbnail,"
-- CONTEXT --
",
TitleStrings.catalogTitle,Kolibri Content Library Catalog,"
-- CONTEXT --
",
TitleStrings.defaultTitle,Kolibri Studio,"
-- CONTEXT --
",
TitleStrings.tabTitle,{title} - {site},"
-- CONTEXT --
",
ToggleText.less,Show less,"
-- CONTEXT --
",
ToggleText.more,Show more,"
-- CONTEXT --
",
TrashModal.deleteButton,Delete,"
-- CONTEXT --
",
TrashModal.deleteConfirmationCancelButton,Cancel,"
-- CONTEXT --
",
TrashModal.deleteConfirmationDeleteButton,Delete permanently,"
-- CONTEXT --
",
TrashModal.deleteConfirmationHeader,"Permanently delete {topicCount, plural,
 =1 {# folder}
 other {# folders}}, {resourceCount, plural,
 =1 {# resource}
 other {# resources}}?","
-- CONTEXT --
",
TrashModal.deleteConfirmationText,You cannot undo this action. Are you sure you want to continue?,"
-- CONTEXT --
",
TrashModal.deleteSuccessMessage,Permanently deleted,"
-- CONTEXT --
",
TrashModal.deletedHeader,Removed,"
-- CONTEXT --
",
TrashModal.restoreButton,Restore,"
-- CONTEXT --
",
TrashModal.selectAllHeader,Select all,"
-- CONTEXT --
",
TrashModal.selectedCountText,"{topicCount, plural,
 =1 {# folder}
 other {# folders}}, {resourceCount, plural,
 =1 {# resource}
 other {# resources}}","
-- CONTEXT --
",
TrashModal.trashEmptySubtext,Resources removed from this channel will appear here,"
-- CONTEXT --
",
TrashModal.trashEmptyText,Trash is empty,"
-- CONTEXT --
",
TrashModal.trashModalTitle,Trash,"
-- CONTEXT --
",
TreeView.closeDrawer,Close,"
-- CONTEXT --
",
TreeView.collapseAllButton,Collapse all,"
-- CONTEXT --
",
TreeView.openCurrentLocationButton,Expand to current folder location,"
-- CONTEXT --
",
TreeView.showSidebar,Show sidebar,"
-- CONTEXT --
",
TreeView.updatedResourcesReadyForReview,Updated resources are ready for review,"
-- CONTEXT --
",
TreeViewBase.apiGenerated,Generated by API,"
-- CONTEXT --
",
TreeViewBase.cancel,Cancel,"
-- CONTEXT --
",
TreeViewBase.channelDeletedSnackbar,Channel deleted,"
-- CONTEXT --
",
TreeViewBase.channelDetails,View channel details,"
-- CONTEXT --
",
TreeViewBase.deleteChannel,Delete channel,"
-- CONTEXT --
",
TreeViewBase.deleteChannelButton,Delete channel,"
-- CONTEXT --
",
TreeViewBase.deletePrompt,This channel will be permanently deleted. This cannot be undone.,"
-- CONTEXT --
",
TreeViewBase.deleteTitle,Delete this channel,"
-- CONTEXT --
",
TreeViewBase.editChannel,Edit channel details,"
-- CONTEXT --
",
TreeViewBase.emptyChannelTooltip,You cannot publish an empty channel,"
-- CONTEXT --
",
TreeViewBase.getToken,Get token,"
-- CONTEXT --
",
TreeViewBase.incompleteDescendantsText,"{count, number, integer} {count, plural, one {resource is incomplete and cannot be published} other {resources are incomplete and cannot be published}}","
-- CONTEXT --
",
TreeViewBase.noChangesText,No changes found in channel,"
-- CONTEXT --
",
TreeViewBase.noLanguageSetError,Missing channel language,"
-- CONTEXT --
",
TreeViewBase.openTrash,Open trash,"
-- CONTEXT --
",
TreeViewBase.publishButton,Publish,"
-- CONTEXT --
",
TreeViewBase.publishButtonTitle,Make this channel available for import into Kolibri,"
-- CONTEXT --
",
TreeViewBase.shareChannel,Share channel,"
-- CONTEXT --
",
TreeViewBase.syncChannel,Sync resources,"
-- CONTEXT --
",
TreeViewBase.viewOnly,View-only,"
-- CONTEXT --
",
Uploader.listDelimiter,", ","
-- CONTEXT --
",
Uploader.maxFileSizeText,"{count, plural,
 =1 {# file will not be uploaded.}
 other {# files will not be uploaded.}} File size must be under {size}","
-- CONTEXT --
",
Uploader.noStorageHeader,Not enough space,"
-- CONTEXT --
",
Uploader.remainingStorage,Remaining storage: {size},"
-- CONTEXT --
",
Uploader.tooLargeFilesHeader,Max file size exceeded,"
-- CONTEXT --
",
Uploader.unsupportedFilesHeader,Unsupported files,"
-- CONTEXT --
",
Uploader.unsupportedFilesText,"{count, plural,
 =1 {# file will not be uploaded.}
 other {# files will not be uploaded.}}
 {extensionCount, plural,
 =1 {Supported file type is}
 other {Supported file types are}} {extensions}","
-- CONTEXT --
",
Uploader.uploadSize,Upload is too large: {size},"
-- CONTEXT --
",
UsingStudio.aboutStudio,About Kolibri Studio,"
-- CONTEXT --
",
UsingStudio.aboutStudioText,"Kolibri Studio is undergoing active development, and as such, some changes could cause unexpected behavior or challenges (also known as ""issues""). If you encounter an issue, please  notify us as soon as they occur to help us resolve them. (See below for instructions on how to report issues.)","
-- CONTEXT --
",
UsingStudio.bestPractice1,"When using import and clipboard operations, work with small subsets of folders instead of whole channels at once (especially for large channels).","
-- CONTEXT --
",
UsingStudio.bestPractice2,It is preferable to create multiple small channels rather than one giant channel with many layers of folders.,"
-- CONTEXT --
",
UsingStudio.bestPractice3,Reload the page to confirm your work has been saved to the server. Use CTRL+R on Linux/Windows or ⌘+R on Mac.,"
-- CONTEXT --
",
UsingStudio.bestPractice5,"It is possible that you will encounter timeout errors in your browser when performing operations like import and sync, on large channels. Don't be alarmed by this error message and do not repeat the same operation again right away. It doesn't mean the operation has failed- Kolibri Studio is still working in the background. Wait a few minutes and reload the page before continuing your edits.","
-- CONTEXT --
",
UsingStudio.bestPractice6,Compress videos before uploading them (see these instructions).,"
-- CONTEXT --
",
UsingStudio.bestPractice7,PUBLISH periodically and import your channel into Kolibri to preview the content and obtain a local backup copy of your channel.,"
-- CONTEXT --
",
UsingStudio.bestPractice9,Report issues as you encounter them.,"
-- CONTEXT --
",
UsingStudio.bestPractices,Best practices,"
-- CONTEXT --
",
UsingStudio.communityStandardsLink,Community standards,"
-- CONTEXT --
",
UsingStudio.issue1,"There have been reports where users have observed the disappearance of channel changes they've recently made. The issue seems related to opening multiple tabs of Kolibri Studio and eventually signing out. We advise that you disable any Memory Saver/Sleeping Tabs browser feature for Kolibri Studio, and to refresh each tab before signing out. We're actively investigating this issue. If you run into it, please contact us as soon as possible and let us know as much information as you can remember.","
-- CONTEXT --
A user facing description of an issue that has been reported by users.",
UsingStudio.issueLink1,Reports of disappearing content,"
-- CONTEXT --
",
UsingStudio.issuesPageLink,View all issues,"
-- CONTEXT --
",
UsingStudio.notableIssues,Notable issues,"
-- CONTEXT --
",
UsingStudio.policiesLink,Privacy policy,"
-- CONTEXT --
",
UsingStudio.resourcesHeader,Kolibri Studio resources,"
-- CONTEXT --
",
UsingStudio.termsOfServiceLink,Terms of service,"
-- CONTEXT --
",
UsingStudio.userDocsLink,User guide,"
-- CONTEXT --
",
ValidationStrings.context,"An error message displayed when some information required before publishing a channel is missing, for example when a resource has no license set.","
-- CONTEXT --
",
ValidationStrings.message,Missing required information,"
-- CONTEXT --
",
VisibilityDropdown.coach,"Resources are visible only to coaches (teachers, facilitators, administrators)","
-- CONTEXT --
",
VisibilityDropdown.labelText,Visible to,"
-- CONTEXT --
",
VisibilityDropdown.learner,Resources are visible to anyone,"
-- CONTEXT --
",
VisibilityDropdown.visibilityDescription,Visibility determines what type of Kolibri users can see resources.,"
-- CONTEXT --
",
VisibilityDropdown.visibilityHeader,About resource visibility,"
-- CONTEXT --
",
VisibilityDropdown.visibilityRequired,Field is required,"
-- CONTEXT --
",
channelEditVue.errorChooseAtLeastOneCorrectAnswer,Choose at least one correct answer,"
-- CONTEXT --
",
channelEditVue.errorMissingAnswer,Choose a correct answer,"
-- CONTEXT --
",
channelEditVue.errorProvideAtLeastOneCorrectAnswer,Provide at least one correct answer,"
-- CONTEXT --
",
