Identifier,Source String,Context,Translation
GenericError.genericErrorHeader,"Sorry, something went wrong","
-- CONTEXT --
",
GenericError.helpByReportingAction,Help us by reporting this error,"
-- CONTEXT --
",
GenericError.refreshAction,Refresh,"
-- CONTEXT --
",
HintsEditor.hintsLabel,Hints,"
-- CONTEXT --
",
HintsEditor.newHintBtnLabel,New hint,"
-- CONTEXT --
",
HintsEditor.noHintsPlaceholder,Question has no hints,"
-- CONTEXT --
",
ImageOnlyThumbnail.thumbnail,{title} thumbnail,"
-- CONTEXT --
",
ImagesMenu.acceptsText,Supported file types: {acceptedFormats},"
-- CONTEXT --
",
ImagesMenu.altTextHint,"The image description is necessary to enable visually impaired learners to answer questions, and it also displays when the image fails to load","
-- CONTEXT --
",
ImagesMenu.altTextLabel,Image description,"
-- CONTEXT --
",
ImagesMenu.btnLabelCancel,Cancel,"
-- CONTEXT --
",
ImagesMenu.btnLabelInsert,Insert,"
-- CONTEXT --
",
ImagesMenu.currentImageDefaultText,Current image,"
-- CONTEXT --
",
ImagesMenu.defaultDropText,"Drag and drop an image here, or upload manually","
-- CONTEXT --
",
ImagesMenu.imageHeader,Upload image,"
-- CONTEXT --
",
ImagesMenu.selectFile,Select file,"
-- CONTEXT --
",
ImagesMenu.selectFileButton,Select file,"
-- CONTEXT --
",
ImportFromChannelsModal.addButton,Add,"
-- CONTEXT --
",
ImportFromChannelsModal.addedText,Added,"
-- CONTEXT --
",
ImportFromChannelsModal.importAction,Import,"
-- CONTEXT --
",
ImportFromChannelsModal.importTitle,Import from other channels,"
-- CONTEXT --
",
ImportFromChannelsModal.removeButton,Remove,"
-- CONTEXT --
",
ImportFromChannelsModal.resourcesAddedSnackbar,"{count, number} {count, plural, one {resource selected} other {resources selected}}","
-- CONTEXT --
",
ImportFromChannelsModal.resourcesRemovedSnackbar,"{count, number} {count, plural, one {resource removed} other {resources removed}}","
-- CONTEXT --
",
ImportFromChannelsModal.resourcesSelected,"{count, number} {count, plural, one {resource selected} other {resources selected}}","
-- CONTEXT --
",
ImportFromChannelsModal.reviewAction,Review,"
-- CONTEXT --
",
ImportFromChannelsModal.reviewTitle,Resource selection,"
-- CONTEXT --
",
InfoModal.close,Close,"
-- CONTEXT --
",
LanguageDropdown.labelText,Language,"
-- CONTEXT --
",
LanguageDropdown.languageItemText,{language} ({code}),"
-- CONTEXT --
",
LanguageDropdown.languageRequired,Field is required,"
-- CONTEXT --
",
LanguageDropdown.noDataText,Language not found,"
-- CONTEXT --
",
LanguageFilter.languageLabel,Languages,"
-- CONTEXT --
",
LanguageFilter.noMatchingLanguageText,No language matches the search,"
-- CONTEXT --
",
LanguageSwitcherList.showMoreLanguagesSelector,More languages,"
-- CONTEXT --
",
LanguageSwitcherModal.cancelAction,Cancel,"
-- CONTEXT --
",
LanguageSwitcherModal.changeLanguageModalHeader,Change language,"
-- CONTEXT --
",
LanguageSwitcherModal.confirmAction,Confirm,"
-- CONTEXT --
",
LicenseDropdown.learnMoreButton,Learn More,"
-- CONTEXT --
",
LicenseDropdown.licenseDescriptionLabel,License description,"
-- CONTEXT --
",
LicenseDropdown.licenseInfoHeader,About licenses,"
-- CONTEXT --
",
LicenseDropdown.licenseLabel,License,"
-- CONTEXT --
",
Main.TOSLink,Terms of service,"
-- CONTEXT --
",
Main.copyright,© {year} Learning Equality,"
-- CONTEXT --
",
Main.createAccountButton,Create an account,"
-- CONTEXT --
",
Main.forgotPasswordLink,Forgot your password?,"
-- CONTEXT --
",
Main.guestModeLink,Explore without an account,"
-- CONTEXT --
",
Main.kolibriStudio,Kolibri Studio,"
-- CONTEXT --
",
Main.loginFailed,Email or password is incorrect,"
-- CONTEXT --
",
Main.loginFailedOffline,You seem to be offline. Please connect to the internet before signing in.,"
-- CONTEXT --
",
Main.loginToProceed,You must sign in to view that page,"
-- CONTEXT --
",
Main.passwordLabel,Password,"
-- CONTEXT --
",
Main.privacyPolicyLink,Privacy policy,"
-- CONTEXT --
",
Main.signInButton,Sign in,"
-- CONTEXT --
",
MainNavigationDrawer.administrationLink,Administration,"
-- CONTEXT --
",
MainNavigationDrawer.changeLanguage,Change language,"
-- CONTEXT --
",
MainNavigationDrawer.channelsLink,Channels,"
-- CONTEXT --
",
MainNavigationDrawer.copyright,© {year} Learning Equality,"
-- CONTEXT --
",
MainNavigationDrawer.giveFeedback,Give feedback,"
-- CONTEXT --
",
MainNavigationDrawer.helpLink,Help and support,"
-- CONTEXT --
",
MainNavigationDrawer.logoutLink,Sign out,"
-- CONTEXT --
",
MainNavigationDrawer.settingsLink,Settings,"
-- CONTEXT --
",
MarkdownEditor.bold,Bold (Ctrl+B),"
-- CONTEXT --
",
MarkdownEditor.formulas,Insert formula (Ctrl+F),"
-- CONTEXT --
",
MarkdownEditor.image,Insert image (Ctrl+P),"
-- CONTEXT --
",
MarkdownEditor.italic,Italic (Ctrl+I),"
-- CONTEXT --
",
MarkdownEditor.minimize,Minimize (Ctrl+M),"
-- CONTEXT --
",
MarkdownImageField.editImageOption,Edit,"
-- CONTEXT --
",
MarkdownImageField.removeImageOption,Remove,"
-- CONTEXT --
",
MarkdownImageField.resizeImageOption,Resize,"
-- CONTEXT --
",
MasteryCriteriaGoal.labelText,Goal,"
-- CONTEXT --
",
MasteryCriteriaMofNFields.mHint,Correct answers needed,"
-- CONTEXT --
",
MasteryCriteriaMofNFields.nHint,Recent answers,"
-- CONTEXT --
",
MessageLayout.backToLogin,Continue to sign-in page,"
-- CONTEXT --
",
MoveModal.addTopic,Add new folder,"
-- CONTEXT --
",
MoveModal.cancel,Cancel,"
-- CONTEXT --
",
MoveModal.emptyTopicText,No resources found,"
-- CONTEXT --
",
MoveModal.goToLocationButton,Go to location,"
-- CONTEXT --
",
MoveModal.moveHere,Move here,"
-- CONTEXT --
",
MoveModal.moveItems,"Move {topicCount, plural,
 =1 {# folder}
 other {# folders}}, {resourceCount, plural,
 =1 {# resource}
 other {# resources}} into:","
-- CONTEXT --
",
MoveModal.movedMessage,Moved to {title},"
-- CONTEXT --
",
MoveModal.resourcesCount,"{count, plural,
 =1 {# resource}
 other {# resources}}","
-- CONTEXT --
",
MoveModal.topicCreatedMessage,New folder created,"
-- CONTEXT --
",
MultiSelect.noItemsFound,No items found,"
-- CONTEXT --
",
NewTopicModal.cancel,Cancel,"
-- CONTEXT --
",
NewTopicModal.create,Create,"
-- CONTEXT --
",
NewTopicModal.createTopic,Create new folder,"
-- CONTEXT --
",
NewTopicModal.topicTitle,Folder title,"
-- CONTEXT --
",
NewTopicModal.topicTitleRequired,Folder title is required,"
-- CONTEXT --
",
NodePanel.emptyChannelSubText,"Create, upload, or import resources from other channels","
-- CONTEXT --
",
NodePanel.emptyChannelText,"Click ""ADD"" to start building your channel","
-- CONTEXT --
",
NodePanel.emptyTopicText,Nothing in this folder yet,"
-- CONTEXT --
",
NodePanel.emptyViewOnlyChannelText,Nothing in this channel yet,"
-- CONTEXT --
",
NodeTreeNavigation.noResourcesDefaultText,No resources found,"
-- CONTEXT --
",
OfflineText.offlineIndicatorText,Offline,"
-- CONTEXT --
",
OfflineText.offlineText,You seem to be offline. Your changes will be saved once your connection is back.,"
-- CONTEXT --
",
PageNotFoundError.backToHomeAction,Back to home,"
-- CONTEXT --
",
PageNotFoundError.pageNotFoundDetails,"Sorry, that page does not exist","
-- CONTEXT --
",
PageNotFoundError.pageNotFoundHeader,Page not found,"
-- CONTEXT --
",
PasswordField.fieldRequiredMessage,Field is required,"
-- CONTEXT --
",
PasswordField.passwordLabel,Password,"
-- CONTEXT --
",
PasswordInstructionsSent.passwordInstructionsHeader,Instructions sent. Thank you!,"
-- CONTEXT --
",
PasswordInstructionsSent.passwordInstructionsText,"If there is already an account with the email address provided, you should receive the instructions shortly. If you don't see an email from us, please check your spam folder.","
-- CONTEXT --
",
PermissionsError.goToHomePageAction,Go to home page,"
-- CONTEXT --
",
PermissionsError.permissionDeniedHeader,Did you forget to sign in?,"
-- CONTEXT --
",
PoliciesModal.checkboxText,I have agreed to the above terms,"
-- CONTEXT --
",
PoliciesModal.closeButton,Close,"
-- CONTEXT --
",
PoliciesModal.continueButton,Continue,"
-- CONTEXT --
",
PoliciesModal.lastUpdated,Last updated {date},"
-- CONTEXT --
",
PrivacyPolicyModal.privacyHeader,Privacy policy,"
-- CONTEXT --
",
PrivacyPolicyModal.updatedPrivacyHeader,Updated privacy policy,"
-- CONTEXT --
",
ProgressBar.progressText,{percent}%,"
-- CONTEXT --
",
ProgressModal.defaultErrorText,Last attempt to publish failed,"
-- CONTEXT --
",
ProgressModal.lastPublished,Published {last_published},"
-- CONTEXT --
",
ProgressModal.publishHeader,Publishing channel,"
-- CONTEXT --
",
ProgressModal.syncError,Last attempt to sync failed,"
-- CONTEXT --
",
ProgressModal.syncHeader,Syncing resources,"
-- CONTEXT --
",
ProgressModal.syncedSnackbar,Resources synced,"
-- CONTEXT --
",
ProgressModal.unpublishedText,Unpublished,"
-- CONTEXT --
",
PublishModal.cancelButton,Cancel,"
-- CONTEXT --
",
PublishModal.descriptionDescriptionTooltip,This description will be shown to Kolibri admins before they update channel versions,"
-- CONTEXT --
",
PublishModal.descriptionRequiredMessage,Please describe what's new in this version before publishing,"
-- CONTEXT --
",
PublishModal.incompleteCount,"{count, plural, =1 {# incomplete resource} other {# incomplete resources}}","
-- CONTEXT --
",
PublishModal.incompleteInstructions,Click 'Continue' to confirm that you would like to publish anyway.,"
-- CONTEXT --
",
PublishModal.incompleteWarning,Incomplete resources will not be published and made available for download in Kolibri.,"
-- CONTEXT --
",
PublishModal.nextButton,Continue,"
-- CONTEXT --
",
PublishModal.publishButton,Publish,"
-- CONTEXT --
",
PublishModal.publishMessageLabel,Describe what's new in this channel version,"
-- CONTEXT --
",
PublishModal.versionDescriptionLabel,Version description,"
-- CONTEXT --
",
RelatedResourcesList.removeBtnLabel,Remove,"
-- CONTEXT --
",
RelatedResourcesTab.addNextStepBtnLabel,Add next step,"
-- CONTEXT --
",
RelatedResourcesTab.addPreviousStepBtnLabel,Add previous step,"
-- CONTEXT --
",
RelatedResourcesTab.dialogCloseBtnLabel,Close,"
-- CONTEXT --
",
RelatedResourcesTab.nextStepsExplanation,Recommended resources that build on skills or concepts learned in this resource,"
-- CONTEXT --
",
RelatedResourcesTab.nextStepsTitle,Next steps,"
-- CONTEXT --
",
RelatedResourcesTab.previewHelpText,Related resources are displayed as recommendations when learners engage with this resource,"
-- CONTEXT --
",
RelatedResourcesTab.previousStepsExplanation,Recommended resources that introduce skills or concepts needed in order to use this resource,"
-- CONTEXT --
",
RelatedResourcesTab.previousStepsTitle,Previous steps,"
-- CONTEXT --
",
RelatedResourcesTab.removeNextStepBtnLabel,Remove next step,"
-- CONTEXT --
",
RelatedResourcesTab.removePreviousStepBtnLabel,Remove previous step,"
-- CONTEXT --
",
RelatedResourcesTab.removedNextStepSnackbar,Removed next step,"
-- CONTEXT --
",
RelatedResourcesTab.removedPreviousStepSnackbar,Removed previous step,"
-- CONTEXT --
",
RelatedResourcesTab.resourcePreviewDialogHelpText,Related resources in Kolibri display as recommendations alongside the resource that a learner is currently engaging with,"
-- CONTEXT --
",
RelatedResourcesTab.resourcePreviewDialogTitle,Related resources,"
-- CONTEXT --
",
RelatedResourcesTab.showPreviewBtnLabel,Show me,"
-- CONTEXT --
",
RelatedResourcesTab.tooManyNextStepsWarning,Limit the number of next steps to create a more guided learning experience,"
-- CONTEXT --
",
RelatedResourcesTab.tooManyPreviousStepsWarning,Limit the number of previous steps to create a more guided learning experience,"
-- CONTEXT --
",
ReportErrorModal.closeAction,Close,"
-- CONTEXT --
",
ReportErrorModal.emailDescription,Contact the support team with your error details and we’ll do our best to help.,"
-- CONTEXT --
",
ReportErrorModal.emailPrompt,Send an email to the developers,"
-- CONTEXT --
",
ReportErrorModal.errorDetailsHeader,Error details,"
-- CONTEXT --
",
ReportErrorModal.forumPostingTips,Include a description of what you were trying to do and what you clicked on when the error appeared.,"
-- CONTEXT --
",
ReportErrorModal.forumPrompt,Visit the community forums,"
-- CONTEXT --
",
ReportErrorModal.forumUseTips,"Search the community forum to see if others encountered similar issues. If there are none reported, please open a new forum post and paste the error details below inside so we can rectify the error in a future version of Kolibri Studio.","
-- CONTEXT --
",
ReportErrorModal.reportErrorHeader,Report Error,"
-- CONTEXT --
",
RequestForm.approximatelyHowManyResourcesLabel,Approximately how many individual resources are you planning to upload?,"
-- CONTEXT --
",
RequestForm.audiencePlaceholder,"In-school learners, adult learners, teachers, etc","
-- CONTEXT --
",
RequestForm.authorLabel,"Who is the author (creator), curator (organizer), and/or aggregator (maintainer) of your content? Please specify","
-- CONTEXT --
",
RequestForm.averageSizeOfResourceLabel,Average size of each resource,"
-- CONTEXT --
",
RequestForm.coupleMonthsLabel,1-2 months,"
-- CONTEXT --
",
RequestForm.explainNeedsInDetailLabel,"Please write a paragraph explaining your needs and use case for Kolibri Studio, and how it will integrate into your programs. Include information about who is curating, deploying, and using the content. Is this work being coordinated by an organization, as part of an educational program? Include justification for the additional space being requested and explanation of the time sensitive nature of your request.","
-- CONTEXT --
",
RequestForm.fieldRequiredText,Field is required,"
-- CONTEXT --
",
RequestForm.forProfitLabel,For-profit or social enterprise company,"
-- CONTEXT --
",
RequestForm.grassrootsLabel,Grassroots and/or volunteer initiative,"
-- CONTEXT --
",
RequestForm.howAreYouUsingYourContentLabel,How are you using your content?,"
-- CONTEXT --
",
RequestForm.howOftenImportedToKolibriLabel,"How many times will this content be imported from Studio into new Kolibri installations per month, on average?","
-- CONTEXT --
",
RequestForm.intendedAudienceLabel,Who is the intended audience for your channel? How big is your audience?,"
-- CONTEXT --
",
RequestForm.kindOfContentQuestionLabel,What types of resources do you plan to upload? Please specify,"
-- CONTEXT --
",
RequestForm.largeIntlNgoLabel,Larger international NGOs or government agencies,"
-- CONTEXT --
",
RequestForm.learnMoreButton,Learn More,"
-- CONTEXT --
",
RequestForm.licenseInfoHeader,About licenses,"
-- CONTEXT --
",
RequestForm.licensingQuestionLabel,What is the licensing of the content you are uploading? (Check all that apply),"
-- CONTEXT --
",
RequestForm.mediumNgoLabel,Medium-sized NGO with budget < $500k,"
-- CONTEXT --
",
RequestForm.natureOfYourContentLabel,Nature of your content,"
-- CONTEXT --
",
RequestForm.notAffiliatedLabel,I am not affiliated with an organization for this work,"
-- CONTEXT --
",
RequestForm.numberOfResourcesPlaceholder,Number of resources,"
-- CONTEXT --
",
RequestForm.oneWeekLabel,1 week,"
-- CONTEXT --
",
RequestForm.organizationNamePlaceholder,Organization name,"
-- CONTEXT --
",
RequestForm.organizationalAffiliationLabel,Organizational affiliation,"
-- CONTEXT --
",
RequestForm.otherLabel,Other,"
-- CONTEXT --
",
RequestForm.pasteLinkPlaceholder,Paste link here,"
-- CONTEXT --
",
RequestForm.provideSampleLinkLabel,Please provide a link to a sample of your content (on Kolibri Studio or from source site),"
-- CONTEXT --
",
RequestForm.requestFailed,Unable to send request. Please try again.,"
-- CONTEXT --
",
RequestForm.requestSent,Your storage request has been submitted for processing.,"
-- CONTEXT --
",
RequestForm.responsePlaceholder,Response,"
-- CONTEXT --
",
RequestForm.selectAllThatApplyPlaceholder,Select all that apply,"
-- CONTEXT --
",
RequestForm.sendRequestAction,Send request,"
-- CONTEXT --
",
RequestForm.sixPlusMonthsLabel,6+ months,"
-- CONTEXT --
",
RequestForm.sizePlaceholder,Size,"
-- CONTEXT --
",
RequestForm.smallNgoLabel,Small NGO with annual budget < $25k,"
-- CONTEXT --
",
RequestForm.storageAmountRequestedPlaceholder,Amount requested (e.g. 10GB),"
-- CONTEXT --
",
RequestForm.targetRegionsLabel,Target region(s) for your content (if applicable),"
-- CONTEXT --
",
RequestForm.threeToSixMonthsLabel,3-6 months,"
-- CONTEXT --
",
RequestForm.timelineLabel,"To better understand the time sensitive nature of your request, please indicate an approximate timeline by when you need this additional storage:","
-- CONTEXT --
",
RequestForm.twoToFourWeeksLabel,2-4 weeks,"
-- CONTEXT --
",
RequestForm.typeOfContentPlaceholder,Types of resources,"
-- CONTEXT --
",
RequestForm.typeOfOrganizationLabel,What type of organization or group is coordinating the use of Kolibri (if applicable)?,"
-- CONTEXT --
",
RequestForm.unknownLabel,Unknown,"
-- CONTEXT --
",
RequestForm.uploadingOnBehalfLabel,I am uploading content on behalf of:,"
-- CONTEXT --
",
RequestForm.usageLabel,Tell us more about your use of Kolibri,"
-- CONTEXT --
",
RequestForm.whoCanUseContentLabel,Who can use your content?,"
-- CONTEXT --
",
RequestForm.willYouMakeYourChannelPublicLabel,"If the content is openly licensed, would you be willing to consider making your channels public to other Kolibri users if requested in the future?","
-- CONTEXT --
",
RequestNewActivationLink.activationExpiredText,This activation link has been used already or has expired.,"
-- CONTEXT --
",
RequestNewActivationLink.activationExpiredTitle,Activation failed,"
-- CONTEXT --
",
RequestNewActivationLink.activationRequestFailed,Failed to send a new activation link. Please try again.,"
-- CONTEXT --
",
RequestNewActivationLink.submitButton,Submit,"
-- CONTEXT --
",
ResetLinkExpired.requestNewLink,Request a new password reset link,"
-- CONTEXT --
",
ResetLinkExpired.resetExpiredText,This password reset link has been used already or has expired.,"
-- CONTEXT --
",
ResetLinkExpired.resetExpiredTitle,Reset link expired,"
-- CONTEXT --
",
ResetPassword.passwordConfirmLabel,Confirm password,"
-- CONTEXT --
",
ResetPassword.passwordLabel,New password,"
-- CONTEXT --
",
ResetPassword.passwordMatchMessage,Passwords don't match,"
-- CONTEXT --
",
ResetPassword.resetPasswordFailed,Failed to reset password. Please try again.,"
-- CONTEXT --
",
ResetPassword.resetPasswordPrompt,Enter and confirm your new password,"
-- CONTEXT --
",
ResetPassword.resetPasswordTitle,Reset your password,"
-- CONTEXT --
",
ResetPassword.submitButton,Submit,"
-- CONTEXT --
",
ResetPasswordSuccess.header,Password reset successfully,"
-- CONTEXT --
",
ResetPasswordSuccess.text,Your password has been reset. You may sign in now.,"
-- CONTEXT --
",
ResourcePanel.aggregator,Aggregator,"
-- CONTEXT --
",
ResourcePanel.audience,Audience,"
-- CONTEXT --
",
ResourcePanel.author,Author,"
-- CONTEXT --
",
ResourcePanel.availableFormats,Available formats,"
-- CONTEXT --
",
ResourcePanel.coachResources,Resources for coaches,"
-- CONTEXT --
",
ResourcePanel.copyrightHolder,Copyright holder,"
-- CONTEXT --
",
ResourcePanel.description,Description,"
-- CONTEXT --
",
ResourcePanel.details,Details,"
-- CONTEXT --
",
ResourcePanel.fileSize,Size,"
-- CONTEXT --
",
ResourcePanel.files,Files,"
-- CONTEXT --
",
ResourcePanel.incompleteQuestionError,"{count, plural, one {# incomplete question} other {# incomplete questions}}","
-- CONTEXT --
",
ResourcePanel.language,Language,"
-- CONTEXT --
",
ResourcePanel.license,License,"
-- CONTEXT --
",
ResourcePanel.nextSteps,Next steps,"
-- CONTEXT --
",
ResourcePanel.noCompletionCriteriaError,Missing completion criteria,"
-- CONTEXT --
",
ResourcePanel.noCopyrightHolderError,Missing copyright holder,"
-- CONTEXT --
",
ResourcePanel.noDurationError,Missing duration,"
-- CONTEXT --
",
ResourcePanel.noFilesError,Missing files,"
-- CONTEXT --
",
ResourcePanel.noLearningActivityError,Missing learning activity,"
-- CONTEXT --
",
ResourcePanel.noLicenseDescriptionError,Missing license description,"
-- CONTEXT --
",
ResourcePanel.noLicenseError,Missing license,"
-- CONTEXT --
",
ResourcePanel.noMasteryModelError,Missing mastery criteria,"
-- CONTEXT --
",
ResourcePanel.noQuestionsError,Exercise is empty,"
-- CONTEXT --
",
ResourcePanel.originalChannel,Imported from,"
-- CONTEXT --
",
ResourcePanel.previousSteps,Previous steps,"
-- CONTEXT --
",
ResourcePanel.provider,Provider,"
-- CONTEXT --
",
ResourcePanel.questionCount,"{value, number, integer} {value, plural, one {question} other {questions}}","
-- CONTEXT --
",
ResourcePanel.questions,Questions,"
-- CONTEXT --
",
ResourcePanel.relatedResources,Related resources,"
-- CONTEXT --
",
ResourcePanel.resources,Resources,"
-- CONTEXT --
",
ResourcePanel.showAnswers,Show answers,"
-- CONTEXT --
",
ResourcePanel.source,Source,"
-- CONTEXT --
",
ResourcePanel.subtitles,Captions and subtitles,"
-- CONTEXT --
",
ResourcePanel.tags,Tags,"
-- CONTEXT --
",
ResourcePanel.totalResources,Total resources,"
-- CONTEXT --
",
ResourcePanel.visibleTo,Visible to,"
-- CONTEXT --
",
ResourcesNeededOptions.furtherExplanation,Please add to the 'Description' field any additional supplies learners will need in order to use this resource,"
-- CONTEXT --
",
ResourcesNeededOptions.resourcesNeededLabel,Requirements,"
-- CONTEXT --
",
ReviewSelectionsPage.noResourcesSelected,No resources selected,"
-- CONTEXT --
",
ReviewSelectionsPage.removeAction,Remove,"
-- CONTEXT --
",
ReviewSelectionsPage.resourcesInTopic,"{count, number} {count, plural, one {resource} other {resources}}","
-- CONTEXT --
",
ReviewSelectionsPage.reviewSelectionHeader,Review selections,"
-- CONTEXT --
",
SavedSearchesModal.cancelAction,Cancel,"
-- CONTEXT --
",
SavedSearchesModal.closeButtonLabel,Close,"
-- CONTEXT --
",
SavedSearchesModal.deleteAction,Delete,"
-- CONTEXT --
",
SavedSearchesModal.deleteConfirmation,Are you sure you want to delete this saved search?,"
-- CONTEXT --
",
SavedSearchesModal.deleteSearchTitle,Delete saved search,"
-- CONTEXT --
",
SavedSearchesModal.editAction,Edit,"
-- CONTEXT --
",
SavedSearchesModal.filterCount,"{count, number} {count, plural, one {filter} other {filters}}","
-- CONTEXT --
",
SavedSearchesModal.noSavedSearches,You do not have any saved searches,"
-- CONTEXT --
",
SavedSearchesModal.savedSearchesTitle,Saved searches,"
-- CONTEXT --
",
SavedSearchesModal.searchDeletedSnackbar,Saved search deleted,"
-- CONTEXT --
",
SavingIndicator.lastSaved,Saved {saved},"
-- CONTEXT --
",
SavingIndicator.savedNow,Saved just now,"
-- CONTEXT --
",
SavingIndicator.savingIndicator,Saving...,"
-- CONTEXT --
",
SearchFilterBar.assessments,Assessments,"
-- CONTEXT --
",
SearchFilterBar.clearAll,Clear all,"
-- CONTEXT --
",
SearchFilterBar.coachContent,Resources for coaches,"
-- CONTEXT --
",
SearchFilterBar.createdAfter,Added after '{date}',"
-- CONTEXT --
",
SearchFilterBar.topicsHidden,Folders excluded,"
-- CONTEXT --
",
SearchFilters.addedAfterDateLabel,Added after,"
-- CONTEXT --
",
SearchFilters.assessmentsLabel,Show assessments only,"
-- CONTEXT --
",
SearchFilters.channelSourceLabel,Channel/source,"
-- CONTEXT --
",
SearchFilters.channelTypeLabel,Channel type,"
-- CONTEXT --
",
SearchFilters.channelsHeader,Channels,"
-- CONTEXT --
",
SearchFilters.coachContentLabel,Show resources for coaches,"
-- CONTEXT --
",
SearchFilters.filtersHeader,Filter options,"
-- CONTEXT --
",
SearchFilters.hideTopicsLabel,Hide folders,"
-- CONTEXT --
",
SearchFilters.kindLabel,Format,"
-- CONTEXT --
",
SearchFilters.licensesLabel,License,"
-- CONTEXT --
",
SearchOrBrowseWindow.backToBrowseAction,Back to browse,"
-- CONTEXT --
",
SearchOrBrowseWindow.copiedToClipboard,Copied to clipboard,"
-- CONTEXT --
",
SearchOrBrowseWindow.copyFailed,Failed to copy to clipboard,"
-- CONTEXT --
",
SearchOrBrowseWindow.searchAction,Search,"
-- CONTEXT --
",
SearchOrBrowseWindow.searchLabel,Search for resources…,"
-- CONTEXT --
",
SearchResultsList.failedToLoad,Failed to load search results,"
-- CONTEXT --
",
SearchResultsList.resultsPerPageLabel,Results per page,"
-- CONTEXT --
",
SearchResultsList.saveSearchAction,Save search,"
-- CONTEXT --
",
SearchResultsList.savedSearchesLabel,View saved searches,"
-- CONTEXT --
",
SearchResultsList.searchResultsCount,"{count, number} {count, plural, one {result} other {results}} for '{searchTerm}'","
-- CONTEXT --
",
SearchResultsList.searchSavedSnackbar,Search saved,"
-- CONTEXT --
",
SettingsIndex.accountLabel,Account,"
-- CONTEXT --
",
SettingsIndex.settingsTitle,Settings,"
-- CONTEXT --
",
SettingsIndex.storageLabel,Storage,"
-- CONTEXT --
",
SettingsIndex.usingStudioLabel,About Studio,"
-- CONTEXT --
",
StagingTreePage.backToViewing,Back to viewing,"
-- CONTEXT --
",
StagingTreePage.cancelDeployBtn,Cancel,"
-- CONTEXT --
",
StagingTreePage.channelDeployed,Channel has been deployed,"
-- CONTEXT --
",
StagingTreePage.closeSummaryDetailsDialogBtn,Close,"
-- CONTEXT --
",
StagingTreePage.collapseAllButton,Collapse all,"
-- CONTEXT --
",
StagingTreePage.confirmDeployBtn,Deploy channel,"
-- CONTEXT --
",
StagingTreePage.deploy,Deploy,"
-- CONTEXT --
",
StagingTreePage.deployChannel,Deploy channel,"
-- CONTEXT --
",
StagingTreePage.deployDialogDescription,You are about to replace all live resources with staged resources.,"
-- CONTEXT --
",
StagingTreePage.emptyChannelSubText,No changes to review! The channel contains all the most recent folders and resources.,"
-- CONTEXT --
",
StagingTreePage.emptyChannelText,No resources found,"
-- CONTEXT --
",
StagingTreePage.emptyTopicText,This topic is empty,"
-- CONTEXT --
",
StagingTreePage.liveResources,Live resources,"
-- CONTEXT --
",
StagingTreePage.openCurrentLocationButton,Expand to current folder location,"
-- CONTEXT --
",
StagingTreePage.openSummaryDetailsDialogBtn,View summary,"
-- CONTEXT --
",
StagingTreePage.resourcesCount,"{count, number} {count, plural, one { resource } other { resources }}","
-- CONTEXT --
",
StagingTreePage.reviewMode,Review mode,"
-- CONTEXT --
",
StagingTreePage.stagedResources,Staged resources,"
-- CONTEXT --
",
StagingTreePage.summaryDetailsDialogTitle,Summary details,"
-- CONTEXT --
",
StagingTreePage.topicsCount,"{count, number} {count, plural, one { folder } other { folders }}","
-- CONTEXT --
",
StagingTreePage.totalResources,Total resources,"
-- CONTEXT --
",
StagingTreePage.totalSize,Total size,"
-- CONTEXT --
",
StagingTreePage.viewDetails,View details,"
-- CONTEXT --
",
StatusStrings.noStorageError,Not enough space,"
-- CONTEXT --
",
StatusStrings.uploadFailedError,Upload failed,"
-- CONTEXT --
",
StatusStrings.uploadFileSize,{uploaded} of {total},"
-- CONTEXT --
",
Storage.hideFormAction,Close form,"
-- CONTEXT --
",
Storage.learnMoreAboutImportingContentFromChannels,Learn more about how to import resources from other channels,"
-- CONTEXT --
",
Storage.requestMoreSpaceHeading,Request more space,"
-- CONTEXT --
",
Storage.requestMoreSpaceMessage,Please use this form to request additional uploading storage for your Kolibri Studio account. The resources you import from our public library to your channels do not count towards your storage limit.,"
-- CONTEXT --
",
Storage.showFormAction,Open form,"
-- CONTEXT --
",
Storage.spaceUsedOfMax,{qty} of {max},"
-- CONTEXT --
",
Storage.storagePercentageUsed,{qty}% storage used,"
-- CONTEXT --
",
StudioTree.missingTitle,Missing title,"
-- CONTEXT --
",
StudioTree.optionsTooltip,Options,"
-- CONTEXT --
",
SubtitlesList.acceptedFormatsTooltip,Supported formats: {extensions},"
-- CONTEXT --
",
SubtitlesList.addSubtitleText,Add captions,"
-- CONTEXT --
",
SubtitlesList.subtitlesHeader,Captions and subtitles,"
-- CONTEXT --
",
SupplementaryItem.languageText,{language} ({code}),"
-- CONTEXT --
",
SupplementaryItem.retryUpload,Retry upload,"
-- CONTEXT --
",
SupplementaryItem.uploadFailed,Upload failed,"
-- CONTEXT --
",
SupplementaryList.selectFileText,Select file,"
-- CONTEXT --
",
SyncResourcesModal.backButtonLabel,Back,"
-- CONTEXT --
",
SyncResourcesModal.cancelButtonLabel,Cancel,"
-- CONTEXT --
",
SyncResourcesModal.confirmSyncModalExplainer,You are about to sync and update the following:,"
-- CONTEXT --
",
SyncResourcesModal.confirmSyncModalTitle,Confirm sync,"
-- CONTEXT --
",
SyncResourcesModal.confirmSyncModalWarningExplainer,Warning: this will overwrite any changes you have made to copied or imported resources.,"
-- CONTEXT --
",
