"Identifier","Source String","Context","Translation"
"ChannelInvitation.acceptedSnackbar","Accepted invitation","
-- CONTEXT --
","دعوة مقبولة"
"ChannelInvitation.cancel","Cancel","
-- CONTEXT --
","إلغاء"
"ChannelInvitation.decline","Decline","
-- CONTEXT --
","رفض"
"ChannelInvitation.declinedSnackbar","Declined invitation","
-- CONTEXT --
","دعوة مرفوضة"
"ChannelInvitation.decliningInvitation","Declining Invitation","
-- CONTEXT --
","رفض الدعوة"
"ChannelInvitation.decliningInvitationMessage","Are you sure you want to decline this invitation?","
-- CONTEXT --
","هل أنت متأكد من رغبتك برفض هذه الدعوة؟"
"ChannelInvitation.editText","{sender} has invited you to edit {channel}","
-- CONTEXT --
","{sender} قام بدعوتك لتحرير {channel}"
"ChannelInvitation.goToChannelSnackbarAction","Go to channel","
-- CONTEXT --
","التوجّه إلى القناة"
"ChannelInvitation.viewText","{sender} has invited you to view {channel}","
-- CONTEXT --
","{sender} قام بدعوتك لعرض {channel}"
"ChannelItem.cancel","Cancel","
-- CONTEXT --
","إلغاء"
"ChannelItem.channelDeletedSnackbar","Channel deleted","
-- CONTEXT --
","تم حذف القناة"
"ChannelItem.channelLanguageNotSetIndicator","No language set","
-- CONTEXT --
","لم يتم تعيين لغة"
"ChannelItem.copyToken","Copy channel token","
-- CONTEXT --
","نسخ الرمز التعريفي للقناة"
"ChannelItem.deleteChannel","Delete channel","
-- CONTEXT --
","حذف القناة التعليمية"
"ChannelItem.deletePrompt","This channel will be permanently deleted. This cannot be undone.","
-- CONTEXT --
","سيتم حذف هذه القناة بشكل دائم. لا يمكن التراجع عن هذه الخطوة."
"ChannelItem.deleteTitle","Delete this channel","
-- CONTEXT --
","حذف هذه القناة"
"ChannelItem.details","Details","
-- CONTEXT --
","التفاصيل"
"ChannelItem.editChannel","Edit channel details","
-- CONTEXT --
","تعديل تفاصيل القناة"
"ChannelItem.goToWebsite","Go to source website","
-- CONTEXT --
","التوجّه إلى موقع المصدر الإلكتروني"
"ChannelItem.lastPublished","Published {last_published}","
-- CONTEXT --
","منشور {last_published}"
"ChannelItem.lastUpdated","Updated {updated}","
-- CONTEXT --
","{updated} تم تحديثها"
"ChannelItem.resourceCount","{count, plural,
 =1 {# resource}
 other {# resources}}","
-- CONTEXT --
","{count, plural, zero {# مصادر} one {# مصادر} two {# مصدران} few {# مصادر} many {# مصدراً}
 =1 {# مصدر}
 other {# مصادر}}"
"ChannelItem.unpublishedText","Unpublished","
-- CONTEXT --
","غير منشور"
"ChannelItem.versionText","Version {version}","
-- CONTEXT --
","نسخة الإصدار {version}"
"ChannelItem.viewContent","View channel on Kolibri","
-- CONTEXT --
","عرض القناة على كوليبري"
"ChannelList.channel","New channel","
-- CONTEXT --
","قناة جديدة"
"ChannelList.channelFilterLabel","Channels","
-- CONTEXT --
","القنوات التعليمية"
"ChannelList.noChannelsFound","No channels found","
-- CONTEXT --
","لم يتم العثور على أي قناة"
"ChannelList.noMatchingChannels","There are no matching channels","
-- CONTEXT --
","لا توجد قنوات مطابقة"
"ChannelListAppError.channelPermissionsErrorDetails","Sign in or ask the owner of this channel to give you permission to edit or view","
-- CONTEXT --
","سجّل الدخول أو اطلب من مالك هذه القناة أن يمنحك الإذن للتحرير أو العرض"
"ChannelListIndex.catalog","Content Library","
-- CONTEXT --
","مكتبة المحتوى"
"ChannelListIndex.channelSets","Collections","
-- CONTEXT --
","المجموعات"
"ChannelListIndex.frequentlyAskedQuestions","Frequently asked questions","
-- CONTEXT --
","الأسئلة المتكررة"
"ChannelListIndex.invitations","You have {count, plural,
 =1 {# invitation}
 other {# invitations}}","
-- CONTEXT --
","لديكَ {count, plural, zero {# دعوات} one {# دعوات} two {# دعوتان} few {# دعوات} many {# دعوة}
 =1 {# دعوة}
 other {# دعوات}}"
"ChannelListIndex.libraryTitle","Kolibri Content Library Catalog","
-- CONTEXT --
","دليل مكتبة محتوى كوليبري"
"ChannelModal.APIText","Channels generated automatically are not editable.","
-- CONTEXT --
","القنوات التي يتم إنشاؤها تلقائياً غير قابلة للتحرير."
"ChannelModal.changesSaved","Changes saved","
-- CONTEXT --
","تم حفظ التغييرات"
"ChannelModal.channelDescription","Channel description","
-- CONTEXT --
","وصف القناة"
"ChannelModal.channelError","Field is required","
-- CONTEXT --
","هذا الحقل إلزامي"
"ChannelModal.channelName","Channel name","
-- CONTEXT --
","اسم القناة"
"ChannelModal.closeButton","Exit without saving","
-- CONTEXT --
","الخروج من دون الحفظ"
"ChannelModal.createButton","Create","
-- CONTEXT --
","إنشاء"
"ChannelModal.creatingHeader","New channel","
-- CONTEXT --
","قناة جديدة"
"ChannelModal.details","Channel details","
-- CONTEXT --
","تفاصيل القناة"
"ChannelModal.editTab","Details","
-- CONTEXT --
","التفاصيل"
"ChannelModal.keepEditingButton","Keep editing","
-- CONTEXT --
","متابعة التحرير"
"ChannelModal.notFoundError","Channel does not exist","
-- CONTEXT --
","القناة غير موجودة"
"ChannelModal.saveChangesButton","Save changes","
-- CONTEXT --
","حفظ التغييرات"
"ChannelModal.shareTab","Sharing","
-- CONTEXT --
","المشاركة"
"ChannelModal.unauthorizedError","You cannot edit this channel","
-- CONTEXT --
","لا يمكنك تحرير هذه القناة"
"ChannelModal.unsavedChangesHeader","Unsaved changes","
-- CONTEXT --
","تغييرات غير محفوظة"
"ChannelModal.unsavedChangesText","You will lose any unsaved changes. Are you sure you want to exit?","
-- CONTEXT --
","سوف تفقد أية تغييرات غير محفوظة. هل أنت متأكد من الخروج؟"
"ChannelNotFoundError.backToHomeAction","Back to home","
-- CONTEXT --
","العودة إلى الصفحة الرئيسية"
"ChannelNotFoundError.channelNotFoundDetails","This channel does not exist or may have been removed. Please contact us at content@learningequality.org if you think this is a mistake.","
-- CONTEXT --
","هذه القناة غير موجودة أو ربما تمت إزالتها. يرجى التواصل معنا عبر البريد الإلكتروني content@learningequality.org في حال كنت تظن أن هنالك خطأ."
"ChannelNotFoundError.channelNotFoundHeader","Channel not found","
-- CONTEXT --
","لم يتم إيجاد القناة التعليمية"
"ChannelSelectionList.noChannelsFound","No channels found","
-- CONTEXT --
","لم يتم العثور على أية قنوات"
"ChannelSelectionList.searchText","Search for a channel","
-- CONTEXT --
","البحث عن قناة"
"ChannelSetItem.cancel","Cancel","
-- CONTEXT --
","إلغاء"
"ChannelSetItem.delete","Delete collection","
-- CONTEXT --
","حذف المجموعة"
"ChannelSetItem.deleteChannelSetText","Are you sure you want to delete this collection?","
-- CONTEXT --
","هل أنت متأكد من أنك تريد حذف هذه المجموعة؟"
"ChannelSetItem.deleteChannelSetTitle","Delete collection","
-- CONTEXT --
","حذف المجموعة"
"ChannelSetItem.edit","Edit collection","
-- CONTEXT --
","تحرير المجموعة"
"ChannelSetItem.options","Options","
-- CONTEXT --
","الخيارات"
"ChannelSetItem.saving","Saving","
-- CONTEXT --
","جاري الحفظ"
"ChannelSetList.aboutChannelSets","About collections","
-- CONTEXT --
","حول المجموعات"
"ChannelSetList.aboutChannelSetsLink","Learn about collections","
-- CONTEXT --
","تعرّف على المزيد حول المجموعات"
"ChannelSetList.addChannelSetTitle","New collection","
-- CONTEXT --
","مجموعة جديدة"
"ChannelSetList.cancelButtonLabel","Close","
-- CONTEXT --
","إغلاق"
"ChannelSetList.channelNumber","Number of channels","
-- CONTEXT --
","عدد القنوات"
"ChannelSetList.channelSetsDescriptionText","A collection contains multiple Kolibri Studio channels that can be imported at one time to Kolibri with a single collection token.","
-- CONTEXT --
","تحتوي المجموعة على العديد من قنوات استوديو كوليبري التي يمكن استيرادها في دفعة واحدة إلى كوليبري برمز تعريفي واحد."
"ChannelSetList.channelSetsDisclaimer","You will need Kolibri version 0.12.0 or higher to import channel collections","
-- CONTEXT --
","ستحتاج إلى إصدار كوليبري 0.12.0 أو ما بعده لاستيراد مجموعات القنوات"
"ChannelSetList.channelSetsInstructionsText","You can make a collection by selecting the channels you want to be imported together.","
-- CONTEXT --
","يمكنك إنشاء مجموعة عن طريق تحديد القنوات التي تريد استيرادها معاً."
"ChannelSetList.noChannelSetsFound","You can package together multiple channels to create a collection. The entire collection can then be imported to Kolibri at once by using a collection token.","
-- CONTEXT --
","يمكنك تجميع قنوات متعددة لإنشاء مجموعة. ثم يمكن استيراد المجموعة بأكملها إلى كوليبري دفعة واحدة باستخدام رمز المجموعة التعريفي."
"ChannelSetList.options","Options","
-- CONTEXT --
","الخيارات"
"ChannelSetList.title","Collection name","
-- CONTEXT --
","اسم المجموعة"
"ChannelSetList.token","Token ID","
-- CONTEXT --
","معرّف الرمز التعريفي"
"ChannelSetModal.bookmark","Starred","
-- CONTEXT --
","تم التمييز بنجمة"
"ChannelSetModal.channelAdded","Channel added","
-- CONTEXT --
","تمت إضافة القناة"
"ChannelSetModal.channelCountText","{channelCount, plural, =0 {No published channels in your collection} =1 {# channel} other {# channels}}","
-- CONTEXT --
","{channelCount, plural, zero {# قنوات} one {# قنوات} two {# قناتان} few {# قنوات} many {# قناة} =0 {لا توجد قنوات منشورة في المجموعة الخاصة بك} =1 {# قناة} other {# قنوات}}"
"ChannelSetModal.channelRemoved","Channel removed","
-- CONTEXT --
","تمت إزالة القناة"
"ChannelSetModal.channelSelectedCountText","{channelCount, plural, =1 {# channel selected} other {# channels selected}}","
-- CONTEXT --
","{channelCount, plural, zero {# قنوات تم تحديدها} one {# قنوات تم تحديدها} two {# قناتان تم تحديدهما} few {# قنوات تم تحديدها} many {# قناة تم تحديدها} =1 {# قناة تم تحديدها} other {# قنوات تم تحديدها}}"
"ChannelSetModal.channels","Collection channels","
-- CONTEXT --
","قنوات المجموعة"
"ChannelSetModal.closeButton","Exit without saving","
-- CONTEXT --
","الخروج من دون الحفظ"
"ChannelSetModal.collectionErrorText","This collection does not exist","
-- CONTEXT --
","هذه المجموعة غير موجودة"
"ChannelSetModal.createButton","Create","
-- CONTEXT --
","إنشاء"
"ChannelSetModal.creatingChannelSet","New collection","
-- CONTEXT --
","مجموعة جديدة"
"ChannelSetModal.edit","My Channels","
-- CONTEXT --
","قنواتي"
"ChannelSetModal.finish","Finish","
-- CONTEXT --
","إنهاء"
"ChannelSetModal.public","Public","
-- CONTEXT --
","عام"
"ChannelSetModal.publishedChannelsOnlyText","Only published channels are available for selection","
-- CONTEXT --
","القنوات المنشورة فقط هي القنوات المتاحة للتحديد"
"ChannelSetModal.removeText","Remove","
-- CONTEXT --
","إزالة"
"ChannelSetModal.saveButton","Save and close","
-- CONTEXT --
","حفظ وإغلاق"
"ChannelSetModal.selectChannelsHeader","Select channels","
-- CONTEXT --
","تحديد القنوات"
"ChannelSetModal.titleLabel","Collection name","
-- CONTEXT --
","اسم المجموعة"
"ChannelSetModal.titleRequiredText","Field is required","
-- CONTEXT --
","هذا الحقل إلزامي"
"ChannelSetModal.token","Collection token","
-- CONTEXT --
","رمز المجموعة التعريفي"
"ChannelSetModal.tokenPrompt","Copy this token into Kolibri to import this collection onto your device.","
-- CONTEXT --
","انسخ هذا الرمز التعريفي إلى كوليبري لاستيراد هذه المجموعة إلى جهازك."
"ChannelSetModal.unsavedChangesHeader","Unsaved changes","
-- CONTEXT --
","تغييرات غير محفوظة"
"ChannelSetModal.unsavedChangesText","You will lose any unsaved changes. Are you sure you want to exit?","
-- CONTEXT --
","سوف تفقد أية تغييرات غير محفوظة. هل أنت متأكد من رغبتك بالخروج؟"
"ChannelSetModal.view","View-Only","
-- CONTEXT --
","للعرض فقط"
"ChannelSharing.alreadyHasAccessError","User already has access to this channel","
-- CONTEXT --
","المستخدم لديه بالفعل إمكانية الوصول إلى هذه القناة"
"ChannelSharing.alreadyInvitedError","User already invited","
-- CONTEXT --
","تم دعوة المستخدم مسبقاً"
"ChannelSharing.canEdit","Can edit","
-- CONTEXT --
","يمكنه/ ها التحرير"
"ChannelSharing.canView","Can view","
-- CONTEXT --
","يمكنه/ ها العرض"
"ChannelSharing.emailLabel","Email","
-- CONTEXT --
","البريد الإلكتروني"
"ChannelSharing.emailRequiredMessage","Email is required","
-- CONTEXT --
","البريد الإلكتروني إلزامي"
"ChannelSharing.invitationFailedError","Invitation failed to send. Please try again","
-- CONTEXT --
","فشل إرسال الدعوة. برجاء إعادة المحاولة."
"ChannelSharing.invitationSentMessage","Invitation sent","
-- CONTEXT --
","تم إرسال الدعوة"
"ChannelSharing.inviteButton","Send invitation","
-- CONTEXT --
","إرسال دعوة"
"ChannelSharing.inviteSubheading","Invite collaborators","
-- CONTEXT --
","دعوة المتعاونين"
"ChannelSharing.validEmailMessage","Please enter a valid email","
-- CONTEXT --
","الرجاء إدخال بريد إلكتروني صالح"
"ChannelSharingTable.cancelButton","Cancel","
-- CONTEXT --
","إلغاء"
"ChannelSharingTable.currentUserText","{first_name} {last_name} (you)","
-- CONTEXT --
","{first_name} {last_name} (أنت)"
"ChannelSharingTable.deleteInvitation","Delete invitation","
-- CONTEXT --
","حذف الدعوة"
"ChannelSharingTable.deleteInvitationConfirm","Delete invitation","
-- CONTEXT --
","حذف الدعوة"
"ChannelSharingTable.deleteInvitationHeader","Delete invitation","
-- CONTEXT --
","حذف الدعوة"
"ChannelSharingTable.deleteInvitationText","Are you sure you would like to delete the invitation for {email}?","
-- CONTEXT --
","هل أنت متأكد من رغبتك بإلغاء الدعوة لـ{email}?"
"ChannelSharingTable.editPermissionsGrantedMessage","Edit permissions granted","
-- CONTEXT --
","تم منح أذونات التحرير"
"ChannelSharingTable.editorsSubheading","{count, plural,
 =1 {# user who can edit}
 other {# users who can edit}}","
-- CONTEXT --
","{count, plural, zero {# مستخدمين يمكنهم التحرير} one {# مستخدم يمكنه التحرير} two {# مستخدمَيْن يمكنهما التحرير} few {# مستخدمين يمكنهم التحرير} many {# مستخدماً يمكنه التحرير}
 =1 {# مستخدم يمكنه التحرير}
 other {# مستخدمين يمكنهم التحرير}}"
"ChannelSharingTable.guestText","Guest","
-- CONTEXT --
","ضيف"
"ChannelSharingTable.invitationDeletedMessage","Invitation deleted","
-- CONTEXT --
","تم حذف الدعوة"
"ChannelSharingTable.invitationFailedError","Invitation failed to resend. Please try again","
-- CONTEXT --
","فشل إعادة إرسال الدعوة. يرجى إعادة المحاولة"
"ChannelSharingTable.invitationSentMessage","Invitation sent","
-- CONTEXT --
","تم إرسال الدعوة"
"ChannelSharingTable.invitePendingText","Invite pending","
-- CONTEXT --
","دعوة معلقة"
"ChannelSharingTable.makeEditor","Grant edit permissions","
-- CONTEXT --
","منح أذونات التحرير"
"ChannelSharingTable.makeEditorConfirm","Yes, grant permissions","
-- CONTEXT --
","نعم، قم بمنح الإذن"
"ChannelSharingTable.makeEditorHeader","Grant edit permissions","
-- CONTEXT --
","منح أذونات التحرير"
"ChannelSharingTable.makeEditorText","Are you sure you would like to grant edit permissions to {first_name} {last_name}?","
-- CONTEXT --
","هل أنت متأكد من رغبتك في منح أذونات التحرير لـ {first_name} {last_name}?"
"ChannelSharingTable.noUsersText","No users found","
-- CONTEXT --
","لم يتم العثور على مستخدمين"
"ChannelSharingTable.optionsDropdown","Options","
-- CONTEXT --
","الخيارات"
"ChannelSharingTable.removeViewer","Revoke view permissions","
-- CONTEXT --
","إلغاء أذونات العرض"
"ChannelSharingTable.removeViewerConfirm","Yes, revoke","
-- CONTEXT --
","نعم، قم بالإلغاء"
"ChannelSharingTable.removeViewerHeader","Revoke view permissions","
-- CONTEXT --
","إلغاء أذونات العرض"
"ChannelSharingTable.removeViewerText","Are you sure you would like to revoke view permissions for {first_name} {last_name}?","
-- CONTEXT --
","هل أنت متأكد من رغبتك في إلغاء أذونات العرض لـ{first_name} {last_name}?"
"ChannelSharingTable.resendInvitation","Resend invitation","
-- CONTEXT --
","إعادة إرسال دعوة"
"ChannelSharingTable.userRemovedMessage","User removed","
-- CONTEXT --
","تمت إزالة المستخدم"
"ChannelSharingTable.viewersSubheading","{count, plural,
 =1 {# user who can view}
 other {# users who can view}}","
-- CONTEXT --
","{count, plural, zero {# مستخدم يمكنه العرض} one {# مستخدم يمكنه العرض} two {# مستخدمَيْن يمكنهما العرض} few {# مستخدمين يمكنهم العرض} many {# مستخدماً يمكنه العرض}
 =1 {# مستخدم يمكنه العرض}
 other {# مستخدمين يمكنهم العرض}}"
"ChannelStar.star","Add to starred channels","
-- CONTEXT --
","إضافة إلى قائمة القنوات المميزة"
"ChannelStar.starred","Added to starred channels","
-- CONTEXT --
","تمت الإضافة إلى قائمة القنوات المميزة"
"ChannelStar.unstar","Remove from starred channels","
-- CONTEXT --
","إزالة من قائمة القنوات المميزة"
"ChannelStar.unstarred","Removed from starred channels","
-- CONTEXT --
","تمت الإزالة من قائمة القنوات المميزة"
"ChannelThumbnail.cancel","Cancel","
-- CONTEXT --
","إلغاء"
"ChannelThumbnail.crop","Crop","
-- CONTEXT --
","اقتصاص"
"ChannelThumbnail.croppingPrompt","Drag image to reframe","
-- CONTEXT --
","اسحب الصورة لإعادة التشكيل"
"ChannelThumbnail.defaultFilename","File","
-- CONTEXT --
","ملف"
"ChannelThumbnail.noThumbnail","No thumbnail","
-- CONTEXT --
","لا توجد صورة مصغرة"
"ChannelThumbnail.remove","Remove","
-- CONTEXT --
","إزالة"
"ChannelThumbnail.retryUpload","Retry upload","
-- CONTEXT --
","أعد محاولة الرفع"
"ChannelThumbnail.save","Save","
-- CONTEXT --
","حفظ"
"ChannelThumbnail.upload","Upload image","
-- CONTEXT --
","تحميل صُورة"
"ChannelThumbnail.uploadFailed","Upload failed","
-- CONTEXT --
","فشلت عملية الرفع"
"ChannelThumbnail.uploadingThumbnail","Uploading","
-- CONTEXT --
","جاري الرفع"
"ChannelThumbnail.zoomIn","Zoom in","
-- CONTEXT --
","تكبير"
"ChannelThumbnail.zoomOut","Zoom out","
-- CONTEXT --
","تصغير"
"ChannelTokenModal.close","Close","
-- CONTEXT --
","إغلاق"
"ChannelTokenModal.copyTitle","Copy channel token","
-- CONTEXT --
","نسخ الرمز التعريفي للقناة"
"ChannelTokenModal.copyTokenInstructions","Paste this token into Kolibri to import this channel","
-- CONTEXT --
","قم بلصق هذا المعرّف داخل كوليبري لاستيراد هذه القناة"
"Clipboard.backToClipboard","Clipboard","
-- CONTEXT --
","الحافظة"
"Clipboard.close","Close","
-- CONTEXT --
","إغلاق"
"Clipboard.copiedItemsToClipboard","Copied in clipboard","
-- CONTEXT --
","تمّ النّسخ إلى الحافظة"
"Clipboard.deleteSelectedButton","Delete","
-- CONTEXT --
","حذف"
"Clipboard.duplicateSelectedButton","Make a copy","
-- CONTEXT --
","إنشاء نسخة"
"Clipboard.emptyDefaultText","Use the clipboard to copy resources and move them to other folders and channels","
-- CONTEXT --
","استخدم الحافظة لنسخ ونقل المصادر إلى مجلدات وقنوات أخرى"
"Clipboard.emptyDefaultTitle","No resources in your clipboard","
-- CONTEXT --
","لا توجد مصادر في حافظتك"
"Clipboard.moveSelectedButton","Move","
-- CONTEXT --
","نقل إلى"
"Clipboard.removedFromClipboard","Deleted from clipboard","
-- CONTEXT --
","تم الحذف من الحافظة"
"Clipboard.selectAll","Select all","
-- CONTEXT --
","تحديد الكل"
"CommonMetadataStrings.accessibility","Accessibility","
-- CONTEXT --
Allows the user to filter for all the resources with accessibility features for learners with disabilities.","إمكانية الوصول"
"CommonMetadataStrings.algebra","Algebra","
-- CONTEXT --
A type of math category. See https://en.wikipedia.org/wiki/Algebra","الجبر"
"CommonMetadataStrings.all","All","
-- CONTEXT --
A label for everything in the group of activities.","الكل"
"CommonMetadataStrings.allContent","Viewed in its entirety","
-- CONTEXT --
One of the completion criteria types. A resource with this criteria is considered complete when learners studied it all, for example they saw all pages of a document.","معروض بالكامل"
"CommonMetadataStrings.allLevelsBasicSkills","All levels -- basic skills","
-- CONTEXT --
Refers to a type of educational level.","كافة المستويات -- المهارات الأساسية"
"CommonMetadataStrings.allLevelsWorkSkills","All levels -- work skills","
-- CONTEXT --
Refers to a type of educational level.","كافة المستويات -- مهارات العمل"
"CommonMetadataStrings.altText","Includes alternative text descriptions for images","
-- CONTEXT --
Alternative text, or alt text, is a written substitute for an image. It is used to describe information being provided by an image, graph, or any other visual element on a web page. It provides information about the context and function of an image for people with varying degrees of visual and cognitive impairments. When a screen reader encounters an image, it will read aloud the alternative text.
https://www.med.unc.edu/webguide/accessibility/alt-text/","يتضمن أوصافًا نصية بديلة للصور"
"CommonMetadataStrings.anthropology","Anthropology","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Anthropology","الأنثروبولوجيا"
"CommonMetadataStrings.arithmetic","Arithmetic","
-- CONTEXT --
Math category type. See https://en.wikipedia.org/wiki/Arithmetic","علم الحساب"
"CommonMetadataStrings.arts","Arts","
-- CONTEXT --
Refers to a category group type. See https://en.wikipedia.org/wiki/The_arts","الفنون"
"CommonMetadataStrings.astronomy","Astronomy","
-- CONTEXT --
Science category type. See https://en.wikipedia.org/wiki/Astronomy","علم الفلك"
"CommonMetadataStrings.audioDescription","Includes audio descriptions","
-- CONTEXT --
Content has narration used to provide information surrounding key visual elements for the benefit of blind and visually impaired users.
https://en.wikipedia.org/wiki/Audio_description","يتضمن وصفًا صوتيًا"
"CommonMetadataStrings.basicSkills","Basic skills","
-- CONTEXT --
Category type. Basic skills refer to learning resources focused on aspects like literacy, numeracy and digital literacy.","مهارات أساسية"
"CommonMetadataStrings.biology","Biology","
-- CONTEXT --
Science category type. See https://en.wikipedia.org/wiki/Biology","علم الأحياء"
"CommonMetadataStrings.browseChannel","Browse channel","
-- CONTEXT --
Heading on page where a user can browse the content within a channel","تصفح القناة"
"CommonMetadataStrings.calculus","Calculus","
-- CONTEXT --
Math category type. https://en.wikipedia.org/wiki/Calculus","علم الحساب"
"CommonMetadataStrings.captionsSubtitles","Includes captions or subtitles","
-- CONTEXT --
Accessibility filter to search for video and audio resources that have text captions for users who are deaf or hard of hearing.
https://www.w3.org/WAI/media/av/captions/","يتضمن تسميات توضيحية أو ترجمات"
"CommonMetadataStrings.category","Category","
-- CONTEXT --
A title for the metadata that explains the subject matter of an activity","الفئة"
"CommonMetadataStrings.chemistry","Chemistry","
-- CONTEXT --
Science category type. See https://en.wikipedia.org/wiki/Chemistry","الكيمياء"
"CommonMetadataStrings.civicEducation","Civic education","
-- CONTEXT --
Category type. Civic education is the study of the rights and obligations of citizens in society. See https://en.wikipedia.org/wiki/Civics","التربية المدنية"
"CommonMetadataStrings.completeDuration","When time spent is equal to duration","
-- CONTEXT --
One of the completion criteria types. A resource with this criteria is considered complete when learners spent given time studying it.","عندما يكون الوقت المستغرَق مساوياً للمدة الزمنية"
"CommonMetadataStrings.completion","Completion","CommonMetadataStrings.completion

-- CONTEXT --
A title for the metadata that explains when an activity is considered completed","الاستكمال"
"CommonMetadataStrings.computerScience","Computer science","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Computer_science","علم الحاسوب"
"CommonMetadataStrings.create","Create","
-- CONTEXT --
Resource and filter label for the type of learning activity. Translate as a VERB","إنشاء"
"CommonMetadataStrings.currentEvents","Current events","
-- CONTEXT --
Category type. Could also be translated as 'News'. See https://en.wikipedia.org/wiki/News","الفعاليات الحالية"
"CommonMetadataStrings.dailyLife","Daily life","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Everyday_life","الحياة اليومية"
"CommonMetadataStrings.dance","Dance","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Dance","الرقص"
"CommonMetadataStrings.determinedByResource","Determined by the resource","
-- CONTEXT --
One of the completion criteria types. Typically used for embedded html5/h5p resources that contain their own completion criteria, for example reaching a score in an educational game.","مُحدَد بواسطة المصدر"
"CommonMetadataStrings.digitalLiteracy","Digital literacy","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Digital_literacy","الإلمام الرقمي"
"CommonMetadataStrings.diversity","Diversity","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Diversity_(politics)","التنوع"
"CommonMetadataStrings.drama","Drama","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Drama","الدراما"
"CommonMetadataStrings.duration","Duration","
-- CONTEXT --
A title for the metadata that explains how long an activity will take","المدة الزمنية"
"CommonMetadataStrings.earthScience","Earth science","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Earth_science","علم الأرض"
"CommonMetadataStrings.entrepreneurship","Entrepreneurship","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Entrepreneurship","ريادة الأعمال"
"CommonMetadataStrings.environment","Environment","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Environmental_studies","البيئة"
"CommonMetadataStrings.exactTime","Time to complete","
-- CONTEXT --
One of the completion criteria types. A subset of ""When time spent is equal to duration"". For example, for an audio resource with this criteria, learnes need to hear the whole length of audio for the resource to be considered complete.","المدة اللازمة للإكمال"
"CommonMetadataStrings.explore","Explore","
-- CONTEXT --
Resource and filter label for the type of learning activity. Translate as a VERB","استكشاف"
"CommonMetadataStrings.financialLiteracy","Financial literacy","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Financial_literacy","الإلمام المالي"
"CommonMetadataStrings.forBeginners","For beginners","
-- CONTEXT --
Filter option and a label for the resources in the Kolibri Library.","للمبتدئين"
"CommonMetadataStrings.forTeachers","For teachers","
-- CONTEXT --
Category type","للمعلمين"
"CommonMetadataStrings.geometry","Geometry","
-- CONTEXT --
Category type.","علم الهندسة"
"CommonMetadataStrings.goal","When goal is met","
-- CONTEXT --
One of the completion criteria types specific to exercises. An exercise with this criteria is considered complete when learners reached a given goal, for example 100% correct.","عندما يتم تحقيق الهدف"
"CommonMetadataStrings.guides","Guides","
-- CONTEXT --
Category label in the Kolibri resources library; refers to any guide-type material for teacher professional development.","الإرشادات"
"CommonMetadataStrings.highContrast","Includes high contrast text for learners with low vision","
-- CONTEXT --
Accessibility filter used to search for resources that have high contrast color themes for users with low vision ('display' refers to digital content, not the hardware like screens or monitors).
https://veroniiiica.com/2019/10/25/high-contrast-color-schemes-low-vision/","يتضمن نصًا بسطوعٍ عالٍ للمتعلمين الذين يعانون من ضعف الرؤية"
"CommonMetadataStrings.history","History","
-- CONTEXT --
Category type.","السجل"
"CommonMetadataStrings.industryAndSectorSpecific","Industry and sector specific","
-- CONTEXT --
Subcategory type for technical and vocational training.","المجال والقطاع المحددان"
"CommonMetadataStrings.languageLearning","Language learning","
-- CONTEXT --
Category type.","تعلم اللغة"
"CommonMetadataStrings.learningActivity","Learning Activity","
-- CONTEXT --
A title for the category of education material interaction, i.e. watch, read, listen","نشاط التعلم"
"CommonMetadataStrings.learningSkills","Learning skills","
-- CONTEXT --
A category label and type of basic skill.
https://en.wikipedia.org/wiki/Study_skills","مهارات التعلم"
"CommonMetadataStrings.lessonPlans","Lesson plans","
-- CONTEXT --
Category label in the Kolibri resources library; refers to lesson planning materials for teachers.","مخططات الدرس"
"CommonMetadataStrings.level","Level","
-- CONTEXT --
Refers to the educational learning level, such a preschool, primary, secondary, etc.","المستوى"
"CommonMetadataStrings.listen","Listen","
-- CONTEXT --
Resource and filter label for the type of learning activity with audio. Translate as a VERB","استماع"
"CommonMetadataStrings.literacy","Literacy","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Literacy","معرفة القراءة والكتابة"
"CommonMetadataStrings.literature","Literature","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Literature","الآداب"
"CommonMetadataStrings.logicAndCriticalThinking","Logic and critical thinking","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Critical_thinking","التفكير المنطقي والنقدي"
"CommonMetadataStrings.longActivity","Long activity","
-- CONTEXT --
Label with time estimation for learning activities that take more than 30 minutes.","نشاط طويل"
