"Identifier","Source String","Context","Translation"
"ChannelDeletedError.channelDeletedHeader","Channel not found","
-- CONTEXT --
","لم يتم إيجاد القناة التعليمية"
"ChannelDetailsModal.downloadButton","Download channel summary","
-- CONTEXT --
","تنزيل ملخص القناة"
"ChannelDetailsModal.downloadCSV","Download CSV","
-- CONTEXT --
","تنزيل ملف CSV"
"ChannelDetailsModal.downloadPDF","Download PDF","
-- CONTEXT --
","تنزيل ملف PDF"
"ChannelExportStrings.aggregators","Aggregators","
-- CONTEXT --
","جامعو المحتوى"
"ChannelExportStrings.assessments","Assessments","
-- CONTEXT --
","التقييمات"
"ChannelExportStrings.authors","Authors","
-- CONTEXT --
","المؤلفون"
"ChannelExportStrings.coachContent","Resources for coaches","
-- CONTEXT --
","مصادر للمدرِّبين"
"ChannelExportStrings.copyrightHolders","Copyright holders","
-- CONTEXT --
","مالكو حقوق النشر"
"ChannelExportStrings.description","Description","
-- CONTEXT --
","التّوصيف"
"ChannelExportStrings.downloadFilename","{year}_{month}_Kolibri_Content_Library","
-- CONTEXT --
","{year}_{month}_مكتبة_محتوى_كوليبري"
"ChannelExportStrings.id","Channel ID","
-- CONTEXT --
","مُعرّف القناة"
"ChannelExportStrings.language","Language","
-- CONTEXT --
","اللغة"
"ChannelExportStrings.languages","Included languages","
-- CONTEXT --
","اللغات المضمنة"
"ChannelExportStrings.licenses","Licenses","
-- CONTEXT --
","التراخيص"
"ChannelExportStrings.name","Name","
-- CONTEXT --
","الاسم"
"ChannelExportStrings.no","No","
-- CONTEXT --
","لا"
"ChannelExportStrings.providers","Providers","
-- CONTEXT --
","مقدمو المحتوى"
"ChannelExportStrings.resources","Resources","
-- CONTEXT --
","المصادر"
"ChannelExportStrings.size","Total resources","
-- CONTEXT --
","إجمالي المصادر"
"ChannelExportStrings.storage","Storage","
-- CONTEXT --
","التخزين"
"ChannelExportStrings.subtitles","Captions or subtitles","
-- CONTEXT --
","عناوين الصور أو النص السمعي "
"ChannelExportStrings.tags","Tags","
-- CONTEXT --
","التصنيفات"
"ChannelExportStrings.token","Token","
-- CONTEXT --
","الرمز التعريفي"
"ChannelExportStrings.yes","Yes","
-- CONTEXT --
","نعم"
"ChannelInfoCard.resourceCount","{count, number} {count, plural, one {resource} other {resources}}","
-- CONTEXT --
","{count, number} {count, plural, zero {} one {مصدر} two {مصدرين} few {مصادر} many {مصدراً} other {مصادر}}"
"ChannelInvitation.accept","Accept","
-- CONTEXT --
","قبول"
"ChannelInvitation.acceptedSnackbar","Accepted invitation","
-- CONTEXT --
","دعوة مقبولة"
"ChannelInvitation.cancel","Cancel","
-- CONTEXT --
","إلغاء"
"ChannelInvitation.decline","Decline","
-- CONTEXT --
","رفض"
"ChannelInvitation.declinedSnackbar","Declined invitation","
-- CONTEXT --
","دعوة مرفوضة"
"ChannelInvitation.decliningInvitation","Declining Invitation","
-- CONTEXT --
","رفض الدعوة"
"ChannelInvitation.decliningInvitationMessage","Are you sure you want to decline this invitation?","
-- CONTEXT --
","هل أنت متأكد من رغبتك برفض هذه الدعوة؟"
"ChannelInvitation.editText","{sender} has invited you to edit {channel}","
-- CONTEXT --
","{sender} قام بدعوتك لتحرير {channel}"
"ChannelInvitation.goToChannelSnackbarAction","Go to channel","
-- CONTEXT --
","التوجّه إلى القناة"
"ChannelInvitation.viewText","{sender} has invited you to view {channel}","
-- CONTEXT --
","{sender} قام بدعوتك لعرض {channel}"
"ChannelItem.cancel","Cancel","
-- CONTEXT --
","إلغاء"
"ChannelItem.channelDeletedSnackbar","Channel deleted","
-- CONTEXT --
","تم حذف القناة"
"ChannelItem.channelLanguageNotSetIndicator","No language set","
-- CONTEXT --
","لم يتم تعيين لغة"
"ChannelItem.copyToken","Copy channel token","
-- CONTEXT --
","نسخ الرمز التعريفي للقناة"
"ChannelItem.deleteChannel","Delete channel","
-- CONTEXT --
","حذف القناة التعليمية"
"ChannelItem.deletePrompt","This channel will be permanently deleted. This cannot be undone.","
-- CONTEXT --
","سيتم حذف هذه القناة بشكل دائم. لا يمكن التراجع عن هذه الخطوة."
"ChannelItem.deleteTitle","Delete this channel","
-- CONTEXT --
","حذف هذه القناة"
"ChannelItem.details","Details","
-- CONTEXT --
","التفاصيل"
"ChannelItem.editChannel","Edit channel details","
-- CONTEXT --
","تعديل تفاصيل القناة"
"ChannelItem.goToWebsite","Go to source website","
-- CONTEXT --
","التوجّه إلى موقع المصدر الإلكتروني"
"ChannelItem.lastPublished","Published {last_published}","
-- CONTEXT --
","منشور {last_published}"
"ChannelItem.lastUpdated","Updated {updated}","
-- CONTEXT --
","{updated} تم تحديثها"
"ChannelItem.resourceCount","{count, plural,
 =1 {# resource}
 other {# resources}}","
-- CONTEXT --
","{count, plural, zero {} one {# مصادر} two {# مصدران} few {# مصادر} many {# مصدراً}
 =1 {# مصدر}
 other {# مصادر}}"
"ChannelItem.unpublishedText","Unpublished","
-- CONTEXT --
","غير منشور"
"ChannelItem.viewContent","View channel on Kolibri","
-- CONTEXT --
","عرض القناة على كوليبري"
"ChannelList.channelFilterLabel","Channels","
-- CONTEXT --
","القنوات التعليمية"
"ChannelList.noMatchingChannels","There are no matching channels","
-- CONTEXT --
","لا توجد قنوات مطابقة"
"ChannelListAppError.channelPermissionsErrorDetails","Sign in or ask the owner of this channel to give you permission to edit or view","
-- CONTEXT --
","سجّل الدخول أو اطلب من مالك هذه القناة أن يمنحك الإذن للتحرير أو العرض"
"ChannelListIndex.catalog","Content Library","
-- CONTEXT --
","مكتبة المحتوى"
"ChannelListIndex.channelSets","Collections","
-- CONTEXT --
","المجموعات"
"ChannelListIndex.frequentlyAskedQuestions","Frequently asked questions","
-- CONTEXT --
","الأسئلة المتكررة"
"ChannelListIndex.invitations","You have {count, plural,
 =1 {# invitation}
 other {# invitations}}","
-- CONTEXT --
","لديكَ {count, plural, zero {} one {# دعوات} two {# دعوتان} few {# دعوات} many {# دعوة}
 =1 {# دعوة}
 other {# دعوات}}"
"ChannelListIndex.libraryTitle","Kolibri Content Library Catalog","
-- CONTEXT --
","دليل مكتبة محتوى كوليبري"
"ChannelModal.APIText","Channels generated automatically are not editable.","
-- CONTEXT --
","القنوات التي يتم إنشاؤها تلقائياً غير قابلة للتحرير."
"ChannelModal.cancel","Cancel","
-- CONTEXT --
","إلغاء"
"ChannelModal.changesSaved","Changes saved","
-- CONTEXT --
","تم حفظ التغييرات"
"ChannelModal.channelDeletedSnackbar","Channel deleted","
-- CONTEXT --
","تم حذف القناة"
"ChannelModal.channelDescription","Channel description","
-- CONTEXT --
","وصف القناة"
"ChannelModal.channelError","Field is required","
-- CONTEXT --
","هذا الحقل إلزامي"
"ChannelModal.channelName","Channel name","
-- CONTEXT --
","اسم القناة"
"ChannelModal.closeButton","Exit without saving","
-- CONTEXT --
","الخروج من دون الحفظ"
"ChannelModal.createButton","Create","
-- CONTEXT --
","إنشاء"
"ChannelModal.creatingHeader","New channel","
-- CONTEXT --
","قناة جديدة"
"ChannelModal.deleteChannelButton","Delete channel","
-- CONTEXT --
","حذف القناة"
"ChannelModal.deleteChannelHeader","Delete channel","
-- CONTEXT --
","حذف القناة التعليمية"
"ChannelModal.deleteChannelText","Remove this entire channel from Kolibri Studio","
-- CONTEXT --
","أزل هذه القناة كاملةً من استوديو كوليبري"
"ChannelModal.deletePrompt","This channel will be permanently deleted. This cannot be undone.","
-- CONTEXT --
","سيتم حذف هذه القناة بشكل دائم. لا يمكن التراجع عن هذه الخطوة."
"ChannelModal.deleteTitle","Delete this channel","
-- CONTEXT --
","حذف هذه القناة"
"ChannelModal.details","Channel details","
-- CONTEXT --
","تفاصيل القناة"
"ChannelModal.editTab","Details","
-- CONTEXT --
","التفاصيل"
"ChannelModal.keepEditingButton","Keep editing","
-- CONTEXT --
","متابعة التحرير"
"ChannelModal.notFoundError","Channel does not exist","
-- CONTEXT --
","القناة غير موجودة"
"ChannelModal.saveChangesButton","Save changes","
-- CONTEXT --
","حفظ التغييرات"
"ChannelModal.shareTab","Sharing","
-- CONTEXT --
","المشاركة"
"ChannelModal.unauthorizedError","You cannot edit this channel","
-- CONTEXT --
","لا يمكنك تحرير هذه القناة"
"ChannelModal.unsavedChangesHeader","Unsaved changes","
-- CONTEXT --
","تغييرات غير محفوظة"
"ChannelModal.unsavedChangesText","You will lose any unsaved changes. Are you sure you want to exit?","
-- CONTEXT --
","سوف تفقد أية تغييرات غير محفوظة. هل أنت متأكد من الخروج؟"
"ChannelNotFoundError.backToHomeAction","Back to home","
-- CONTEXT --
","العودة إلى الصفحة الرئيسية"
"ChannelNotFoundError.channelNotFoundDetails","This channel does not exist or may have been removed. Please contact us at content@learningequality.org if you think this is a mistake.","
-- CONTEXT --
","هذه القناة غير موجودة أو ربما تمت إزالتها. يرجى التواصل معنا عبر البريد الإلكتروني content@learningequality.org في حال كنت تظن أن هنالك خطأ."
"ChannelNotFoundError.channelNotFoundHeader","Channel not found","
-- CONTEXT --
","لم يتم إيجاد القناة التعليمية"
"ChannelSelectionList.noChannelsFound","No channels found","
-- CONTEXT --
","لم يتم العثور على أية قنوات"
"ChannelSelectionList.searchText","Search for a channel","
-- CONTEXT --
","البحث عن قناة"
"ChannelSetItem.cancel","Cancel","
-- CONTEXT --
","إلغاء"
"ChannelSetItem.deleteChannelSetText","Are you sure you want to delete this collection?","
-- CONTEXT --
","هل أنت متأكد من أنك تريد حذف هذه المجموعة؟"
"ChannelSetItem.deleteChannelSetTitle","Delete collection","
-- CONTEXT --
","حذف المجموعة"
"ChannelSetItem.edit","Edit collection","
-- CONTEXT --
","تحرير المجموعة"
"ChannelSetItem.options","Options","
-- CONTEXT --
","الخيارات"
"ChannelSetItem.saving","Saving","
-- CONTEXT --
","جاري الحفظ"
"ChannelSetItem.undefined","Delete collection","
-- CONTEXT --
","حذف المجموعة"
"ChannelSetList.aboutChannelSets","About collections","
-- CONTEXT --
","حول المجموعات"
"ChannelSetList.aboutChannelSetsLink","Learn about collections","
-- CONTEXT --
","تعرّف على المزيد حول المجموعات"
"ChannelSetList.addChannelSetTitle","New collection","
-- CONTEXT --
","مجموعة جديدة"
"ChannelSetList.cancelButtonLabel","Close","
-- CONTEXT --
","إغلاق"
"ChannelSetList.channelNumber","Number of channels","
-- CONTEXT --
","عدد القنوات"
"ChannelSetList.channelSetsDescriptionText","A collection contains multiple Kolibri Studio channels that can be imported at one time to Kolibri with a single collection token.","
-- CONTEXT --
","تحتوي المجموعة على العديد من قنوات استوديو كوليبري التي يمكن استيرادها في دفعة واحدة إلى كوليبري برمز تعريفي واحد."
"ChannelSetList.channelSetsDisclaimer","You will need Kolibri version 0.12.0 or higher to import channel collections","
-- CONTEXT --
","ستحتاج إلى إصدار كوليبري 0.12.0 أو ما بعده لاستيراد مجموعات القنوات"
"ChannelSetList.channelSetsInstructionsText","You can make a collection by selecting the channels you want to be imported together.","
-- CONTEXT --
","يمكنك إنشاء مجموعة عن طريق تحديد القنوات التي تريد استيرادها معاً."
"ChannelSetList.noChannelSetsFound","You can package together multiple channels to create a collection. The entire collection can then be imported to Kolibri at once by using a collection token.","
-- CONTEXT --
","يمكنك تجميع قنوات متعددة لإنشاء مجموعة. ثم يمكن استيراد المجموعة بأكملها إلى كوليبري دفعة واحدة باستخدام رمز المجموعة التعريفي."
"ChannelSetList.options","Options","
-- CONTEXT --
","الخيارات"
"ChannelSetList.title","Collection name","
-- CONTEXT --
","اسم المجموعة"
"ChannelSetList.token","Token ID","
-- CONTEXT --
","معرّف الرمز التعريفي"
"ChannelSharing.alreadyHasAccessError","User already has access to this channel","
-- CONTEXT --
","المستخدم لديه بالفعل إمكانية الوصول إلى هذه القناة"
"ChannelSharing.alreadyInvitedError","User already invited","
-- CONTEXT --
","تم دعوة المستخدم مسبقاً"
"ChannelSharing.canEdit","Can edit","
-- CONTEXT --
","يمكنه/ ها التحرير"
"ChannelSharing.canView","Can view","
-- CONTEXT --
","يمكنه/ ها العرض"
"ChannelSharing.emailLabel","Email","
-- CONTEXT --
","البريد الإلكتروني"
"ChannelSharing.emailRequiredMessage","Email is required","
-- CONTEXT --
","البريد الإلكتروني إلزامي"
"ChannelSharing.invitationFailedError","Invitation failed to send. Please try again","
-- CONTEXT --
","فشل إرسال الدعوة. برجاء إعادة المحاولة."
"ChannelSharing.invitationSentMessage","Invitation sent","
-- CONTEXT --
","تم إرسال الدعوة"
"ChannelSharing.inviteButton","Send invitation","
-- CONTEXT --
","إرسال دعوة"
"ChannelSharing.inviteSubheading","Invite collaborators","
-- CONTEXT --
","دعوة المتعاونين"
"ChannelSharing.validEmailMessage","Please enter a valid email","
-- CONTEXT --
","الرجاء إدخال بريد إلكتروني صالح"
"ChannelSharingTable.cancelButton","Cancel","
-- CONTEXT --
","إلغاء"
"ChannelSharingTable.currentUserText","{first_name} {last_name} (you)","
-- CONTEXT --
","{first_name} {last_name} (أنت)"
"ChannelSharingTable.deleteInvitation","Delete invitation","
-- CONTEXT --
","حذف الدعوة"
"ChannelSharingTable.deleteInvitationConfirm","Delete invitation","
-- CONTEXT --
","حذف الدعوة"
"ChannelSharingTable.deleteInvitationHeader","Delete invitation","
-- CONTEXT --
","حذف الدعوة"
"ChannelSharingTable.deleteInvitationText","Are you sure you would like to delete the invitation for {email}?","
-- CONTEXT --
","هل أنت متأكد من رغبتك بإلغاء الدعوة لـ{email}?"
"ChannelSharingTable.editPermissionsGrantedMessage","Edit permissions granted","
-- CONTEXT --
","تم منح أذونات التحرير"
"ChannelSharingTable.editorsSubheading","{count, plural,
 =1 {# user who can edit}
 other {# users who can edit}}","
-- CONTEXT --
","{count, plural, zero {} one {# مستخدم يمكنه التحرير} two {# مستخدمَيْن يمكنهما التحرير} few {# مستخدمين يمكنهم التحرير} many {# مستخدماً يمكنه التحرير}
 =1 {# مستخدم يمكنه التحرير}
 other {# مستخدمين يمكنهم التحرير}}"
"ChannelSharingTable.guestText","Guest","
-- CONTEXT --
","ضيف"
"ChannelSharingTable.invitationDeletedMessage","Invitation deleted","
-- CONTEXT --
","تم حذف الدعوة"
"ChannelSharingTable.invitationFailedError","Invitation failed to resend. Please try again","
-- CONTEXT --
","فشل إعادة إرسال الدعوة. يرجى إعادة المحاولة"
"ChannelSharingTable.invitationSentMessage","Invitation sent","
-- CONTEXT --
","تم إرسال الدعوة"
"ChannelSharingTable.invitePendingText","Invite pending","
-- CONTEXT --
","دعوة معلقة"
"ChannelSharingTable.makeEditor","Grant edit permissions","
-- CONTEXT --
","منح أذونات التحرير"
"ChannelSharingTable.makeEditorConfirm","Yes, grant permissions","
-- CONTEXT --
","نعم، قم بمنح الإذن"
"ChannelSharingTable.makeEditorHeader","Grant edit permissions","
-- CONTEXT --
","منح أذونات التحرير"
"ChannelSharingTable.makeEditorText","Are you sure you would like to grant edit permissions to {first_name} {last_name}?","
-- CONTEXT --
","هل أنت متأكد من رغبتك في منح أذونات التحرير لـ {first_name} {last_name}?"
"ChannelSharingTable.noUsersText","No users found","
-- CONTEXT --
","لم يتم العثور على مستخدمين"
"ChannelSharingTable.optionsDropdown","Options","
-- CONTEXT --
","الخيارات"
"ChannelSharingTable.removeViewer","Revoke view permissions","
-- CONTEXT --
","إلغاء أذونات العرض"
"ChannelSharingTable.removeViewerConfirm","Yes, revoke","
-- CONTEXT --
","نعم، قم بالإلغاء"
"ChannelSharingTable.removeViewerHeader","Revoke view permissions","
-- CONTEXT --
","إلغاء أذونات العرض"
"ChannelSharingTable.removeViewerText","Are you sure you would like to revoke view permissions for {first_name} {last_name}?","
-- CONTEXT --
","هل أنت متأكد من رغبتك في إلغاء أذونات العرض لـ{first_name} {last_name}?"
"ChannelSharingTable.resendInvitation","Resend invitation","
-- CONTEXT --
","إعادة إرسال دعوة"
"ChannelSharingTable.userRemovedMessage","User removed","
-- CONTEXT --
","تمت إزالة المستخدم"
"ChannelSharingTable.viewersSubheading","{count, plural,
 =1 {# user who can view}
 other {# users who can view}}","
-- CONTEXT --
","{count, plural, zero {} one {# مستخدم يمكنه العرض} two {# مستخدمَيْن يمكنهما العرض} few {# مستخدمين يمكنهم العرض} many {# مستخدماً يمكنه العرض}
 =1 {# مستخدم يمكنه العرض}
 other {# مستخدمين يمكنهم العرض}}"
"ChannelStar.star","Add to starred channels","
-- CONTEXT --
","إضافة إلى قائمة القنوات المميزة"
"ChannelStar.unstar","Remove from starred channels","
-- CONTEXT --
","إزالة من قائمة القنوات المميزة"
"ChannelThumbnail.cancel","Cancel","
-- CONTEXT --
","إلغاء"
"ChannelThumbnail.crop","Crop","
-- CONTEXT --
","اقتصاص"
"ChannelThumbnail.remove","Remove","
-- CONTEXT --
","إزالة"
"ChannelThumbnail.save","Save","
-- CONTEXT --
","حفظ"
"ChannelThumbnail.upload","Upload image","
-- CONTEXT --
","تحميل صُورة"
"ChannelThumbnail.zoomIn","Zoom in","
-- CONTEXT --
","تكبير"
"ChannelThumbnail.zoomOut","Zoom out","
-- CONTEXT --
","تصغير"
"ChannelTokenModal.close","Close","
-- CONTEXT --
","إغلاق"
"ChannelTokenModal.copyTitle","Copy channel token","
-- CONTEXT --
","نسخ الرمز التعريفي للقناة"
"ChannelTokenModal.copyTokenInstructions","Paste this token into Kolibri to import this channel","
-- CONTEXT --
","قم بلصق هذا المعرّف داخل كوليبري لاستيراد هذه القناة"
"Clipboard.backToClipboard","Clipboard","
-- CONTEXT --
","الحافظة"
"Clipboard.cancel","Cancel","
-- CONTEXT --
","إلغاء"
"Clipboard.close","Close","
-- CONTEXT --
","إغلاق"
"Clipboard.copiedItemsToClipboard","Copied in clipboard","
-- CONTEXT --
","تمّ النّسخ إلى الحافظة"
"Clipboard.creatingClipboardCopies","Copying in clipboard...","
-- CONTEXT --
","جاري النسخ إلى الحافظة..."
"Clipboard.deleteSelectedButton","Delete","
-- CONTEXT --
","حذف"
"Clipboard.duplicateSelectedButton","Make a copy","
-- CONTEXT --
","إنشاء نسخة"
"Clipboard.emptyDefaultText","Use the clipboard to copy resources and move them to other topics and channels","
-- CONTEXT --
","قم باستخدام الحافظة لنسخ ونقل المصادر إلى مواضيع وقنوات أخرى"
"Clipboard.emptyDefaultTitle","No resources in your clipboard","
-- CONTEXT --
","لا توجد مصادر في حافظتك"
"Clipboard.moveSelectedButton","Move","
-- CONTEXT --
","نقل إلى"
"Clipboard.removedFromClipboard","Deleted from clipboard","
-- CONTEXT --
","تم الحذف من الحافظة"
"Clipboard.removingItems","Deleting from clipboard...","
-- CONTEXT --
","جاري الحذف من الحافظة..."
"Clipboard.selectAll","Select all","
-- CONTEXT --
","تحديد الكل"
"Clipboard.undo","Undo","
-- CONTEXT --
","تراجع"
"CommunityStandardsModal.coreValuesLink","Learn more about Learning Equality's core values","
-- CONTEXT --
","تعرف على المزيد حول القيم الأساسية داخل منظمة Learning Equality"
"CommunityStandardsModal.description","Learning Equality is a nonprofit organization dedicated to enabling equitable access to quality educational experiences. Along with our statement of Core Values, these Community Standards are intended to foster a supportive and inclusive environment for our users.","
-- CONTEXT --
","Learning Equality هي منظمة غير ربحية تعمل على تمكين الوصول العادل إلى التجارب التعليمية عالية الجودة. وبالإضافة إلى بيان القيم الأساسية لدينا، تهدف معايير المجتمع هذه إلى تعزيز بيئة داعمة وشاملة لمستخدمينا."
"CommunityStandardsModal.libraryDescription","The Kolibri Library is both a grassroots and curated effort to provide a wide variety of materials for all learners and learning purposes. To help us achieve these goals, we invite you to use Kolibri Studio in ways that:","
-- CONTEXT --
","تعد مكتبة كوليبري ثمرة جهد شعبي منظم لتوفير مجموعة متنوعة من المواد لجميع المتعلمين ولكافة أغراض التعلم. لمساعدتنا في تحقيق هذه الأهداف، ندعوك لاستخدام استوديو كوليبري بطرق من شأنها أن:"
"CommunityStandardsModal.libraryItem1","Model good practices in open sharing and respect copyright. Create an ethical sharing community by labeling licenses, making sure you know the appropriate licenses for what you upload, and ensuring that appropriate written permissions are documented if needed. Studio is primarily designed to host materials which are openly licensed or come with special permissions for re-distribution and reproduction.","
-- CONTEXT --
","إن نموذج الممارسات الجيدة يتجسد بالمشاركة المفتوحة واحترام حقوق النشر. قم بإنشاء مجتمع مشاركة خلّاق عن طريق وسم التراخيص والتأكد من معرفة التراخيص المناسبة لما تقوم برفعه، والتأكد من توثيق الأذونات المكتوبة المناسبة إذا لزم الأمر. تم تصميم الاستوديو بشكل أساسي لاستضافة المواد المرخصة بشكل علني أو التي تأتي مع أذونات خاصة لإعادة التوزيع والنسخ."
"CommunityStandardsModal.libraryItem2","Keep materials clear, organized, and usable. We welcome resources created at all levels of production! To help them reach as many learners as possible, we invite you to fully utilize all metadata fields and aim for quality in comprehensibility, legibility, or digitization such that the content is usable and understandable.","
-- CONTEXT --
","حافظ على المواد واضحة ومنظمة وقابلة للاستخدام. نرحب بالمصادر التي تم إنشاؤها على جميع مستويات الإنتاج! للمساعدة في الوصول إلى أكبر عدد ممكن من المتعلمين، ندعوك للاستفادة الكاملة من جميع حقول البيانات الوصفية بهدف الوصول إلى الجودة في الفهم أو الوضوح أو الرقمنة بحيث يكون المحتوى قابلاً للاستخدام ومفهومًا."
"CommunityStandardsModal.libraryItem3","Respect the community. Avoid obscenity and vulgarity, beyond specific educational purposes they might serve in some contexts. Hate speech of any kind, or promotion of violence or discrimination, will never be tolerated.","
-- CONTEXT --
","احترم المجتمع. تجنب البذاءة والسوقية الخارجة عن الأغراض التعليمية المحددة التي قد تخدم في بعض السياقات. لن يتم التهاون مع خطاب الكراهية من أي نوع أو الترويج للعنف أو التمييز."
"CommunityStandardsModal.libraryItem4","Kolibri Studio is for educational purposes only. It is not intended to be used for non-educational purposes such as recruitment, indoctrination, advertisement, file sharing, or personal media hosting.","
-- CONTEXT --
","إن استوديو كوليبري مخصص للأغراض التعليمية فقط ولم يتم تصميمه لأغراض غير تعليمية مثل التوظيف أو نشر المعتقدات أو الإعلان أو مشاركة الملفات أو استضافة الوسائط الشخصية."
"CommunityStandardsModal.studioDescription","Kolibri Studio gives you access to the Kolibri Library, a growing library of educational materials, which we encourage you to use as your own. We built Kolibri Studio to help you prepare educational materials in a variety of ways, including but not limited to:","
-- CONTEXT --
","يتيح لك استوديو كوليبري الوصول إلى مكتبة كوليبري، وهي مكتبة متنامية من المواد التعليمية والتي نشجعك على استخدامها كمكتبة خاصة بك. قمنا ببناء استوديو كوليبري لمساعدتك في إعداد المواد التعليمية بطرق مختلفة، بما في ذلك على سبيل المثال لا الحصر:"
"CommunityStandardsModal.studioItem1","Browsing. Selecting appropriate educational materials for your situation from the Kolibri Library, the listing of sources available on the public channels page in Kolibri Studio","
-- CONTEXT --
","التصفح. اختيار المواد التعليمية المناسبة لوضعك من مكتبة كوليبري حيث قائمة المصادر المتاحة على صفحة القنوات العامة في استوديو كوليبري"
"CommunityStandardsModal.studioItem2","Curating. Reorganizing the materials in these channels by selecting, deleting, and reordering appropriate items","
-- CONTEXT --
","التنسيق. أي إعادة تنظيم المواد في هذه القنوات عن طريق تحديد العناصر المناسبة وحذفها وإعادة ترتيبها"
"CommunityStandardsModal.studioItem3","Sharing. Creating and publishing new channels with what you find, either to share with your own implementations privately or to share with others on Kolibri Studio.","
-- CONTEXT --
","المشاركة. من خلال إنشاء ونشر قنوات جديدة بما وجدته، إما للمشاركة مع التطبيقات الخاصة بك بشكل خاص أو للمشاركة مع الآخرين على استوديو كوليبري."
"CommunityStandardsModal.studioItem4","Modifying & Creating. Adding your own assessment exercises to any existing materials","
-- CONTEXT --
","التعديل و الإنشاء. أي إضافة تمارين التقييم الخاصة بك إلى أي مواد موجودة"
"CommunityStandardsModal.studioItem5","Hosting. Uploading your own materials (limited to materials you know are appropriately licensed to do so) from a local hard drive or other locations on the internet","
-- CONTEXT --
","الاستضافة. رفع المواد الخاصة بك (يقتصر ذلك على المواد التي تعرف أنها مرخصة بشكل مناسب للقيام بذلك) سواء من قرص صلب محلي أو مواقع أخرى على الإنترنت"
"ContentDefaults.aggregator","Aggregator","
-- CONTEXT --
","جامع المحتوى"
"ContentDefaults.author","Author","
-- CONTEXT --
","المؤلف"
"ContentDefaults.copyrightHolder","Copyright holder","
-- CONTEXT --
","صاحب حقوق النشر"
"ContentDefaults.defaultsSubTitle","New resources will be automatically given these values","
-- CONTEXT --
","سيتم إعطاء هذه القيم للمصادر الجديدة تلقائياً"
"ContentDefaults.defaultsTitle","Default copyright settings for new resources (optional)","
-- CONTEXT --
","إعدادات حقوق النشر الافتراضية للمصادر الجديدة (اختياري)"
"ContentDefaults.documents","Documents","
-- CONTEXT --
","ملفات نصيّة"
"ContentDefaults.html5","HTML5 apps","
-- CONTEXT --
","تطبيقات HTML5"
"ContentDefaults.license","License","
-- CONTEXT --
","الترخيص"
"ContentDefaults.licenseDescription","License description","
-- CONTEXT --
","وصف الترخيص"
"ContentDefaults.noLicense","No license selected","
-- CONTEXT --
","لم يتم تحديد ترخيص"
"ContentDefaults.provider","Provider","
-- CONTEXT --
","موفر الخدمة"
"ContentDefaults.thumbnailsTitle","Automatically generate thumbnails for the following resource types","
-- CONTEXT --
","إنشاء صور مصغرة تلقائياً لأنواع المصادر التالية"
"ContentDefaults.videos","Videos","
-- CONTEXT --
","مقاطع الفيديو"
"ContentNodeChangedIcon.containsNew","Contains new resources","
-- CONTEXT --
","تحتوي على مصادر جديدة"
"ContentNodeChangedIcon.containsNewAndUpdated","Contains new and updated resources","
-- CONTEXT --
","تحتوي على مصادر جديدة ومحدثة "
"ContentNodeChangedIcon.containsUpdated","Contains updated resources","
-- CONTEXT --
","تحتوي على مصادر محدثة"
"ContentNodeChangedIcon.isNewResource","New","
-- CONTEXT --
","جديد"
"ContentNodeChangedIcon.isNewTopic","New topic","
-- CONTEXT --
","موضوع جديد"
"ContentNodeChangedIcon.isUpdatedResource","Updated","
-- CONTEXT --
","تمّ التحديث"
"ContentNodeChangedIcon.isUpdatedTopic","Updated topic","
-- CONTEXT --
","تم تحديث الموضوع"
"ContentNodeEditListItem.optionsTooltip","Options","
-- CONTEXT --
","الخيارات"
"ContentNodeIcon.audio","Audio","
-- CONTEXT --
","الملف الصوتي"
"ContentNodeIcon.document","Document","
-- CONTEXT --
","ملف نصّي"
"ContentNodeIcon.exercise","Exercise","
-- CONTEXT --
","التمرين"
"ContentNodeIcon.html5","HTML5 App","
-- CONTEXT --
","تطبيق HTML5"
"ContentNodeIcon.slideshow","Slideshow","
-- CONTEXT --
","عرض الشرائح"
"ContentNodeIcon.topic","Topic","
-- CONTEXT --
","الموضوع"
"ContentNodeIcon.unsupported","Unsupported","
-- CONTEXT --
","غير مدعوم"
"ContentNodeIcon.video","Video","
-- CONTEXT --
","الفيديو"
"ContentNodeListItem.coachTooltip","Resource for coaches","
-- CONTEXT --
","مصدر خاص بالمدرب"
"ContentNodeListItem.copyingTask","Copying","
-- CONTEXT --
","جاري النسخ"
"ContentNodeListItem.hasCoachTooltip","{value, number, integer} {value, plural, one {resource for coaches} other {resources for coaches}}","
-- CONTEXT --
","{value, number, integer} {value, plural, zero {} one {مصدر للمدربين} two {مصدرَين للمدربين} few {مصادر للمدربين} many {مصدراً للمدربين} other {مصادر للمدربين}}"
"ContentNodeListItem.openTopic","Open topic","
-- CONTEXT --
","فتح الموضوع"
"ContentNodeListItem.questions","{value, number, integer} {value, plural, one {question} other {questions}}","
-- CONTEXT --
","{value, number, integer} {value, plural, zero {} one {سؤال} two {سؤالان} few {أسئلة} many {سؤالاً} other {أسئلة}}"
"ContentNodeListItem.resources","{value, number, integer} {value, plural, one {resource} other {resources}}","
-- CONTEXT --
","{value, number, integer} {value, plural, zero {} one {مصدر} two {مصدران} few {مصادر} many {مصدراً} other {مصادر}}"
"ContentNodeOptions.cancel","Cancel","
-- CONTEXT --
","إلغاء"
